CustomerID,Number_of_Orders,Total_Spend,Days_Since_Last_Purchase,group,group_name
12580.0,1,415.7,247,0,Low_Value & Inactive
12581.0,1,197.71,40,0,Low_Value & Inactive
12582.0,2,511.36,239,0,Low_Value & Inactive
12583.0,15,7281.38,3,1,VIP
12584.0,9,2338.15,4,1,VIP
12585.0,2,2040.1,234,2,Mid_Value
12586.0,1,196.94,17,0,Low_Value & Inactive
12587.0,1,144.0,8,0,Low_Value & Inactive
12588.0,1,214.9,39,0,Low_Value & Inactive
12589.0,2,646.68,29,2,Mid_Value
12590.0,2,9864.26,211,2,Mid_Value
12591.0,1,452.85,317,0,Low_Value & Inactive
12592.0,2,437.6,92,2,Mid_Value
12593.0,3,418.1,109,2,Mid_Value
12594.0,10,3338.22,38,1,VIP
12596.0,2,618.27,51,2,Mid_Value
12597.0,4,3811.22,19,1,VIP
12598.0,8,3023.08,10,1,VIP
12599.0,7,1032.58,29,2,Mid_Value
12600.0,10,2599.04,29,1,VIP
12601.0,5,577.06,190,2,Mid_Value
12602.0,1,153.12,59,0,Low_Value & Inactive
12603.0,1,739.2,22,2,Mid_Value
12604.0,2,254.18,79,0,Low_Value & Inactive
12607.0,1,1579.51,60,2,Mid_Value
12609.0,3,1126.85,78,2,Mid_Value
12610.0,5,2099.54,23,1,VIP
12611.0,1,1193.32,52,2,Mid_Value
12612.0,1,704.04,74,2,Mid_Value
12613.0,5,3344.38,57,1,VIP
12614.0,1,315.6,278,0,Low_Value & Inactive
12615.0,4,2291.19,2,1,VIP
12616.0,2,713.3,95,2,Mid_Value
12617.0,1,352.98,29,2,Mid_Value
12618.0,1,177.31,22,0,Low_Value & Inactive
12619.0,9,3641.24,16,1,VIP
12620.0,3,1339.41,15,2,Mid_Value
12621.0,20,13689.67,2,1,VIP
12622.0,1,180.1,232,0,Low_Value & Inactive
12623.0,1,305.1,276,0,Low_Value & Inactive
12624.0,2,641.13,106,2,Mid_Value
12625.0,2,2683.82,212,2,Mid_Value
12626.0,9,6620.48,23,1,VIP
12627.0,7,4478.53,11,1,VIP
12628.0,3,786.46,4,2,Mid_Value
12630.0,2,1270.88,10,2,Mid_Value
12631.0,1,640.5,57,2,Mid_Value
12633.0,4,2163.98,59,2,Mid_Value
12635.0,2,1689.18,90,2,Mid_Value
12637.0,8,6002.9,67,1,VIP
12638.0,1,671.69,33,2,Mid_Value
12639.0,1,486.1,239,0,Low_Value & Inactive
12640.0,3,1174.58,24,2,Mid_Value
12641.0,1,185.9,115,0,Low_Value & Inactive
12642.0,3,1013.26,25,2,Mid_Value
12643.0,6,3344.64,128,1,VIP
12644.0,1,477.91,130,0,Low_Value & Inactive
12645.0,4,1775.18,34,1,VIP
12646.0,2,1346.97,5,1,VIP
12647.0,12,3722.82,22,1,VIP
12648.0,1,318.05,155,0,Low_Value & Inactive
12649.0,3,623.51,107,2,Mid_Value
12650.0,1,314.44,3,2,Mid_Value
12651.0,1,114.0,335,0,Low_Value & Inactive
12652.0,1,919.98,331,0,Low_Value & Inactive
12653.0,2,2209.85,149,2,Mid_Value
12654.0,5,601.98,11,2,Mid_Value
12656.0,5,4051.17,17,1,VIP
12657.0,4,1643.18,11,1,VIP
12658.0,1,686.05,19,2,Mid_Value
12659.0,1,91.68,30,0,Low_Value & Inactive
12660.0,1,245.1,11,2,Mid_Value
12662.0,11,3849.78,1,1,VIP
12664.0,9,4881.88,8,1,VIP
12665.0,1,63.0,325,0,Low_Value & Inactive
12667.0,1,620.13,58,2,Mid_Value
12668.0,4,3807.15,12,1,VIP
12669.0,3,2744.03,151,2,Mid_Value
12670.0,5,2996.05,10,1,VIP
12672.0,1,225.9,330,0,Low_Value & Inactive
12673.0,2,610.52,5,2,Mid_Value
12674.0,4,1970.6,39,1,VIP
12676.0,6,1331.39,25,1,VIP
12678.0,12,17628.46,42,1,VIP
12679.0,4,1113.02,59,2,Mid_Value
12680.0,4,862.81,1,1,VIP
12681.0,22,13787.54,15,1,VIP
12682.0,31,12279.82,4,1,VIP
12683.0,15,8476.57,4,1,VIP
12684.0,7,2283.63,8,1,VIP
12685.0,6,2863.08,28,1,VIP
12686.0,1,89.14,372,0,Low_Value & Inactive
12688.0,1,4873.81,114,2,Mid_Value
12689.0,2,1247.61,26,2,Mid_Value
12690.0,1,389.01,206,0,Low_Value & Inactive
12691.0,6,1035.8,28,2,Mid_Value
12693.0,4,855.91,127,2,Mid_Value
12694.0,2,869.67,70,2,Mid_Value
12695.0,4,582.1,7,2,Mid_Value
12697.0,3,957.59,29,2,Mid_Value
12700.0,4,4939.99,8,1,VIP
12701.0,2,797.71,80,2,Mid_Value
12702.0,1,219.0,20,0,Low_Value & Inactive
12703.0,1,283.55,71,0,Low_Value & Inactive
12704.0,8,2340.84,7,1,VIP
12705.0,9,6868.29,15,1,VIP
12707.0,1,603.42,292,0,Low_Value & Inactive
12708.0,10,2712.91,30,1,VIP
12709.0,15,9706.52,15,1,VIP
12710.0,3,1149.02,97,2,Mid_Value
12712.0,13,4396.13,29,1,VIP
12713.0,1,848.55,1,2,Mid_Value
12714.0,5,4708.86,9,1,VIP
12715.0,1,343.36,106,0,Low_Value & Inactive
12716.0,2,1053.49,4,2,Mid_Value
12717.0,2,1030.98,151,2,Mid_Value
12718.0,1,238.25,71,0,Low_Value & Inactive
12719.0,2,644.95,5,2,Mid_Value
12720.0,25,5781.73,3,1,VIP
12721.0,6,2656.13,32,1,VIP
12722.0,4,997.63,85,2,Mid_Value
12723.0,5,725.07,4,1,VIP
12724.0,4,1031.41,5,1,VIP
12725.0,1,427.8,371,0,Low_Value & Inactive
12726.0,7,2609.1,28,1,VIP
12727.0,7,3980.7,11,1,VIP
12728.0,4,836.33,71,2,Mid_Value
12729.0,1,453.01,114,0,Low_Value & Inactive
12731.0,12,18895.91,24,1,VIP
12732.0,1,236.26,180,0,Low_Value & Inactive
12733.0,1,383.95,234,0,Low_Value & Inactive
12734.0,1,110.4,353,0,Low_Value & Inactive
12735.0,2,779.57,315,0,Low_Value & Inactive
12736.0,1,234.0,333,0,Low_Value & Inactive
12738.0,1,155.35,372,0,Low_Value & Inactive
12739.0,2,1013.04,78,2,Mid_Value
12740.0,1,427.6,64,0,Low_Value & Inactive
12743.0,2,540.13,134,2,Mid_Value
12744.0,7,21279.29,52,1,VIP
12747.0,11,4196.01,2,1,VIP
12748.0,209,33053.19,1,1,VIP
12749.0,5,4090.88,4,1,VIP
12750.0,1,275.88,129,0,Low_Value & Inactive
12752.0,1,4366.78,81,2,Mid_Value
12753.0,6,21429.39,23,1,VIP
12754.0,3,3010.74,236,2,Mid_Value
12755.0,2,3811.95,281,2,Mid_Value
12756.0,1,112.08,87,0,Low_Value & Inactive
12757.0,13,7834.65,16,1,VIP
12758.0,2,2791.59,117,2,Mid_Value
12759.0,3,1531.44,52,2,Mid_Value
12762.0,2,1898.52,8,1,VIP
12763.0,2,494.08,138,2,Mid_Value
12764.0,1,1693.88,317,2,Mid_Value
12766.0,7,6989.63,4,1,VIP
12769.0,1,1143.6,239,0,Low_Value & Inactive
12770.0,1,1351.45,211,2,Mid_Value
12772.0,1,892.47,60,2,Mid_Value
12775.0,5,1386.04,17,1,VIP
12778.0,6,822.23,20,2,Mid_Value
12779.0,8,3981.36,38,1,VIP
12781.0,2,826.74,64,2,Mid_Value
12782.0,5,2330.92,5,1,VIP
12783.0,6,2225.91,2,1,VIP
12784.0,2,532.82,9,2,Mid_Value
12785.0,1,311.95,364,0,Low_Value & Inactive
12787.0,3,463.66,10,2,Mid_Value
12789.0,1,91.85,65,0,Low_Value & Inactive
12790.0,1,324.92,192,0,Low_Value & Inactive
12791.0,1,192.6,374,0,Low_Value & Inactive
12792.0,1,400.54,257,0,Low_Value & Inactive
12793.0,2,545.48,335,0,Low_Value & Inactive
12794.0,2,860.41,53,2,Mid_Value
12795.0,1,430.48,19,2,Mid_Value
12797.0,1,254.03,366,0,Low_Value & Inactive
12798.0,3,6977.04,10,1,VIP
12802.0,1,427.58,187,0,Low_Value & Inactive
12808.0,3,483.65,37,2,Mid_Value
12809.0,1,489.31,178,0,Low_Value & Inactive
12811.0,3,514.85,261,0,Low_Value & Inactive
12812.0,1,229.64,45,0,Low_Value & Inactive
12814.0,1,125.92,102,0,Low_Value & Inactive
12815.0,2,1063.46,148,2,Mid_Value
12816.0,2,572.2,96,2,Mid_Value
12817.0,1,166.04,281,0,Low_Value & Inactive
12818.0,1,1542.08,262,2,Mid_Value
12820.0,4,942.34,3,1,VIP
12821.0,1,92.72,214,0,Low_Value & Inactive
12822.0,2,948.88,71,2,Mid_Value
12823.0,5,1759.5,75,2,Mid_Value
12824.0,1,397.12,60,0,Low_Value & Inactive
12826.0,7,1474.72,3,1,VIP
12827.0,3,430.15,6,2,Mid_Value
12828.0,6,1018.71,3,1,VIP
12829.0,2,293.0,337,0,Low_Value & Inactive
12830.0,6,6814.64,38,1,VIP
12831.0,1,215.05,262,0,Low_Value & Inactive
12832.0,2,383.03,32,2,Mid_Value
12833.0,1,417.38,145,0,Low_Value & Inactive
12834.0,1,312.38,283,0,Low_Value & Inactive
12836.0,4,2610.36,59,1,VIP
12837.0,1,134.1,173,0,Low_Value & Inactive
12838.0,2,671.95,34,2,Mid_Value
12839.0,14,5591.42,3,1,VIP
12840.0,4,2726.77,144,2,Mid_Value
12841.0,25,3991.58,5,1,VIP
12842.0,2,1118.99,70,2,Mid_Value
12843.0,8,1702.26,66,1,VIP
12844.0,2,325.96,29,2,Mid_Value
12845.0,4,354.09,267,0,Low_Value & Inactive
12847.0,1,843.64,22,2,Mid_Value
12849.0,2,1010.29,31,2,Mid_Value
12851.0,1,131.81,97,0,Low_Value & Inactive
12852.0,1,311.55,295,0,Low_Value & Inactive
12853.0,6,1957.1,135,2,Mid_Value
12854.0,3,1316.25,79,2,Mid_Value
12855.0,1,38.1,373,0,Low_Value & Inactive
12856.0,6,2170.78,8,1,VIP
12857.0,2,1106.4,211,2,Mid_Value
12863.0,1,521.2,52,2,Mid_Value
12864.0,1,147.12,138,0,Low_Value & Inactive
12865.0,2,1568.23,26,2,Mid_Value
12866.0,1,559.12,283,0,Low_Value & Inactive
12867.0,7,4009.34,26,1,VIP
12868.0,6,1607.06,186,2,Mid_Value
12871.0,2,380.64,84,2,Mid_Value
12872.0,2,599.97,327,0,Low_Value & Inactive
12873.0,1,374.0,282,0,Low_Value & Inactive
12875.0,2,343.23,143,0,Low_Value & Inactive
12876.0,2,2218.02,58,2,Mid_Value
12877.0,12,1535.77,4,1,VIP
12878.0,2,854.99,236,2,Mid_Value
12879.0,3,573.22,45,2,Mid_Value
12881.0,1,298.0,276,0,Low_Value & Inactive
12882.0,2,1463.04,9,2,Mid_Value
12883.0,4,703.47,25,2,Mid_Value
12884.0,1,309.05,88,0,Low_Value & Inactive
12885.0,3,1175.22,63,2,Mid_Value
12886.0,2,1378.4,68,2,Mid_Value
12888.0,2,354.12,214,0,Low_Value & Inactive
12890.0,1,376.72,24,2,Mid_Value
12891.0,3,331.0,186,0,Low_Value & Inactive
12893.0,1,176.55,31,0,Low_Value & Inactive
12895.0,2,372.8,42,2,Mid_Value
12897.0,2,216.5,205,0,Low_Value & Inactive
12901.0,28,17654.54,9,1,VIP
12902.0,1,138.68,265,0,Low_Value & Inactive
12904.0,2,496.06,18,2,Mid_Value
12906.0,5,2919.81,12,1,VIP
12908.0,2,750.0,176,2,Mid_Value
12909.0,5,2178.67,40,1,VIP
12910.0,8,3075.04,23,1,VIP
12912.0,5,1662.3,3,1,VIP
12913.0,5,2483.63,5,1,VIP
12915.0,2,363.65,149,0,Low_Value & Inactive
12916.0,4,2944.95,139,2,Mid_Value
12917.0,1,594.0,128,0,Low_Value & Inactive
12919.0,6,1335.19,8,1,VIP
12920.0,1,162.78,17,0,Low_Value & Inactive
12921.0,37,16587.09,9,1,VIP
12922.0,1,405.38,161,0,Low_Value & Inactive
12923.0,1,172.82,64,0,Low_Value & Inactive
12924.0,4,933.7,88,2,Mid_Value
12925.0,2,694.05,5,2,Mid_Value
12928.0,5,2062.7,35,1,VIP
12929.0,1,117.85,312,0,Low_Value & Inactive
12930.0,2,415.8,78,2,Mid_Value
12931.0,15,42055.96,22,1,VIP
12933.0,3,607.53,24,2,Mid_Value
12935.0,7,2160.7,2,1,VIP
12936.0,4,1063.9,17,2,Mid_Value
12937.0,4,1504.27,15,1,VIP
12938.0,1,114.14,26,0,Low_Value & Inactive
12939.0,8,11581.8,64,1,VIP
12940.0,2,899.69,55,2,Mid_Value
12942.0,3,675.6,131,2,Mid_Value
12944.0,2,604.51,36,2,Mid_Value
12945.0,1,462.95,288,0,Low_Value & Inactive
12947.0,6,1603.99,144,2,Mid_Value
12948.0,7,2064.95,16,1,VIP
12949.0,8,4167.22,31,1,VIP
12950.0,3,1843.0,2,1,VIP
12951.0,6,1064.07,9,1,VIP
12952.0,4,1387.79,6,1,VIP
12953.0,1,329.85,10,2,Mid_Value
12955.0,11,4757.16,1,1,VIP
12956.0,1,108.07,306,0,Low_Value & Inactive
12957.0,8,4017.54,10,1,VIP
12962.0,2,266.39,7,2,Mid_Value
12963.0,8,1856.63,8,1,VIP
12965.0,1,769.81,89,2,Mid_Value
12966.0,1,160.18,10,0,Low_Value & Inactive
12967.0,2,1660.9,358,2,Mid_Value
12968.0,1,135.95,112,0,Low_Value & Inactive
12970.0,4,405.47,7,2,Mid_Value
12971.0,86,11189.91,4,1,VIP
12974.0,1,144.8,198,0,Low_Value & Inactive
12976.0,1,738.6,212,0,Low_Value & Inactive
12977.0,1,39.24,156,0,Low_Value & Inactive
12980.0,9,7374.9,158,1,VIP
12981.0,2,372.22,30,2,Mid_Value
12982.0,1,390.54,243,0,Low_Value & Inactive
12984.0,1,97.5,19,0,Low_Value & Inactive
12985.0,2,1239.38,1,1,VIP
12987.0,2,558.7,74,2,Mid_Value
12988.0,1,505.82,292,0,Low_Value & Inactive
12989.0,15,6924.11,3,1,VIP
12990.0,3,409.5,31,2,Mid_Value
12991.0,2,503.76,23,2,Mid_Value
12993.0,4,414.76,23,2,Mid_Value
12994.0,3,974.42,4,1,VIP
12995.0,1,211.32,85,0,Low_Value & Inactive
12997.0,4,1226.89,22,2,Mid_Value
12999.0,3,455.88,196,0,Low_Value & Inactive
13000.0,3,534.85,107,2,Mid_Value
13001.0,13,9785.97,4,1,VIP
13002.0,1,120.95,318,0,Low_Value & Inactive
13003.0,3,149.05,106,0,Low_Value & Inactive
13004.0,18,5655.91,12,1,VIP
13005.0,2,513.7,174,0,Low_Value & Inactive
13006.0,1,81.57,56,0,Low_Value & Inactive
13008.0,1,229.47,323,0,Low_Value & Inactive
13011.0,1,50.55,372,0,Low_Value & Inactive
13012.0,8,1646.84,9,1,VIP
13013.0,13,4810.94,1,1,VIP
13014.0,10,3466.28,11,1,VIP
13015.0,5,3339.64,53,1,VIP
13016.0,3,789.89,73,2,Mid_Value
13017.0,1,204.0,7,2,Mid_Value
13018.0,28,7277.7,16,1,VIP
13021.0,9,2616.38,4,1,VIP
13023.0,2,689.9,64,2,Mid_Value
13026.0,5,975.36,1,1,VIP
13027.0,6,6912.0,114,1,VIP
13028.0,2,661.32,23,2,Mid_Value
13029.0,3,1247.5,31,2,Mid_Value
13030.0,2,752.44,11,2,Mid_Value
13032.0,2,1010.18,52,2,Mid_Value
13033.0,1,190.55,357,0,Low_Value & Inactive
13034.0,2,642.77,55,2,Mid_Value
13035.0,2,921.88,74,2,Mid_Value
13037.0,3,881.07,138,2,Mid_Value
13038.0,3,908.46,80,2,Mid_Value
13040.0,2,676.99,9,2,Mid_Value
13043.0,1,516.42,273,0,Low_Value & Inactive
13044.0,1,560.47,291,0,Low_Value & Inactive
13045.0,1,305.28,99,0,Low_Value & Inactive
13046.0,2,629.31,31,2,Mid_Value
13047.0,10,3237.54,32,1,VIP
13048.0,4,1819.41,14,1,VIP
13049.0,2,656.68,64,2,Mid_Value
13050.0,17,5836.86,15,1,VIP
13052.0,1,348.15,212,0,Low_Value & Inactive
13055.0,3,1214.41,78,2,Mid_Value
13058.0,3,271.4,25,2,Mid_Value
13059.0,1,183.4,250,0,Low_Value & Inactive
13060.0,1,307.53,254,0,Low_Value & Inactive
13061.0,1,248.61,72,0,Low_Value & Inactive
13062.0,1,346.98,191,0,Low_Value & Inactive
13064.0,4,1105.59,13,1,VIP
13065.0,1,205.86,373,0,Low_Value & Inactive
13066.0,2,470.8,24,2,Mid_Value
13067.0,1,115.46,82,0,Low_Value & Inactive
13068.0,2,344.0,10,2,Mid_Value
13069.0,24,4431.44,1,1,VIP
13070.0,1,228.8,192,0,Low_Value & Inactive
13072.0,1,177.15,267,0,Low_Value & Inactive
13075.0,1,919.61,130,2,Mid_Value
13077.0,4,728.02,1,1,VIP
13078.0,26,12627.94,3,1,VIP
13079.0,5,220.1,4,2,Mid_Value
13080.0,1,58.08,179,0,Low_Value & Inactive
13081.0,11,28337.38,12,1,VIP
13082.0,9,3613.63,126,1,VIP
13083.0,2,303.75,4,2,Mid_Value
13085.0,2,416.08,158,0,Low_Value & Inactive
13089.0,97,58762.08,3,1,VIP
13090.0,14,8910.82,9,1,VIP
13091.0,1,345.82,28,2,Mid_Value
13092.0,5,477.83,71,2,Mid_Value
13093.0,8,7832.47,276,1,VIP
13094.0,12,1927.32,21,1,VIP
13095.0,1,74.4,71,0,Low_Value & Inactive
13097.0,10,6003.22,33,1,VIP
13098.0,28,28882.44,1,1,VIP
13099.0,1,207.36,99,0,Low_Value & Inactive
13101.0,1,101.19,234,0,Low_Value & Inactive
13102.0,24,6424.09,1,1,VIP
13103.0,1,243.94,40,0,Low_Value & Inactive
13104.0,6,1098.48,3,1,VIP
13106.0,1,76.5,133,0,Low_Value & Inactive
13107.0,4,1531.62,44,2,Mid_Value
13108.0,1,350.06,373,0,Low_Value & Inactive
13109.0,2,786.54,60,2,Mid_Value
13110.0,7,1488.67,31,1,VIP
13113.0,24,12245.96,1,1,VIP
13115.0,4,2294.78,12,1,VIP
13116.0,1,501.14,138,0,Low_Value & Inactive
13117.0,8,984.91,22,1,VIP
13118.0,5,1197.81,20,1,VIP
13120.0,1,30.6,239,0,Low_Value & Inactive
13121.0,1,283.73,269,0,Low_Value & Inactive
13122.0,2,922.39,94,2,Mid_Value
13124.0,3,3756.33,90,2,Mid_Value
13126.0,8,2099.64,5,1,VIP
13127.0,1,259.17,78,0,Low_Value & Inactive
13130.0,1,64.0,94,0,Low_Value & Inactive
13131.0,3,1073.3,23,2,Mid_Value
13132.0,1,77.3,262,0,Low_Value & Inactive
13133.0,2,109.8,274,0,Low_Value & Inactive
13134.0,4,1793.58,86,2,Mid_Value
13135.0,1,3096.0,197,2,Mid_Value
13136.0,5,2607.61,56,1,VIP
13137.0,8,3603.29,11,1,VIP
13138.0,6,962.39,22,2,Mid_Value
13139.0,7,5064.94,16,1,VIP
13140.0,3,422.47,108,2,Mid_Value
13141.0,5,2388.75,85,2,Mid_Value
13142.0,1,307.09,19,2,Mid_Value
13144.0,1,110.95,333,0,Low_Value & Inactive
13145.0,4,618.52,40,2,Mid_Value
13146.0,1,228.91,26,0,Low_Value & Inactive
13147.0,4,712.8,10,2,Mid_Value
13148.0,12,3683.26,29,1,VIP
13149.0,4,1676.06,14,1,VIP
13151.0,1,1257.87,296,0,Low_Value & Inactive
13153.0,1,486.22,6,2,Mid_Value
13155.0,4,971.76,33,2,Mid_Value
