CustomerID,Number_of_Orders,Total_Spend,Total_Items_Purchased,Product_Diversity,Days_Since_Last_Purchase,Customer_Lifetime_Days,Average_Order_Value
12415.0,15,102087.88,66701,382,4,238,6805.858666666667
12417.0,7,2816.52,1229,132,11,250,402.36
12418.0,1,668.58,407,34,17,0,668.58
12421.0,3,628.56,407,25,19,204,209.51999999999998
12422.0,2,655.86,288,31,73,156,327.93
12423.0,7,1650.67,1136,86,5,252,235.81
12424.0,2,1760.96,740,30,67,0,880.48
12426.0,1,582.73,258,30,99,0,582.73
12427.0,1,303.5,79,10,276,0,303.5
12428.0,8,7548.12,3386,252,25,163,943.515
12429.0,3,2844.88,1045,62,77,193,948.2933333333334
12431.0,11,4807.07,2098,134,24,254,437.00636363636363
12432.0,3,4016.66,1427,75,75,1,1338.8866666666665
12433.0,2,3787.12,3582,79,270,7,1893.56
12434.0,1,286.25,77,16,165,0,286.25
12435.0,1,3978.99,879,19,172,0,3978.9900000000002
12436.0,1,509.01,211,16,4,0,509.01
12437.0,11,2811.41,1797,63,3,232,255.58272727272725
12438.0,1,890.07,586,49,45,0,890.0699999999999
12441.0,1,173.55,121,11,271,0,173.55
12444.0,2,2627.27,650,96,26,49,1313.635
12447.0,1,476.49,190,26,148,0,476.49
12449.0,2,1636.88,657,71,34,57,818.44
12450.0,2,197.88,128,7,60,17,98.94
12451.0,2,5307.82,4105,162,122,106,2653.91
12453.0,1,707.09,473,43,39,0,707.09
12455.0,5,2176.36,1766,67,32,169,435.27200000000005
12456.0,2,2265.4,1073,77,35,123,1132.7
12457.0,3,1067.25,397,23,138,5,355.75
12458.0,1,441.92,270,19,189,0,441.92
12461.0,1,626.88,282,34,59,0,626.88
12462.0,1,762.11,287,40,207,0,762.11
12463.0,3,985.79,577,51,80,66,328.59666666666664
12464.0,6,780.55,81,6,11,203,130.09166666666667
12465.0,1,440.94,294,26,74,0,440.94
12468.0,2,729.54,366,36,92,128,364.77000000000004
12471.0,19,11081.0,4340,108,11,257,583.2105263157895
12472.0,5,4927.6,3088,180,43,230,985.5200000000001
12473.0,2,1175.75,853,60,19,77,587.875
12474.0,13,4362.06,2798,153,3,231,335.54307692307697
12476.0,6,3191.67,1132,91,45,220,531.945
12477.0,3,8834.03,2518,156,5,200,2944.6766666666667
12480.0,3,2144.95,1096,97,48,192,714.9833333333332
12481.0,8,4085.26,2351,112,84,186,510.65749999999997
12483.0,6,1624.06,792,38,3,240,270.6766666666667
12484.0,4,3658.65,1857,222,5,235,914.6625
12489.0,1,334.93,105,15,241,0,334.93
12490.0,5,2516.77,1360,74,5,229,503.354
12492.0,1,126.39,69,9,9,0,126.39000000000001
12493.0,2,433.74,207,20,70,31,216.87
12494.0,5,868.86,364,42,66,204,173.772
12500.0,6,1773.84,1270,20,11,227,295.64000000000004
12501.0,1,2169.39,1783,149,241,0,2169.39
12502.0,4,2631.52,586,81,32,181,657.88
12506.0,1,73.5,23,23,137,0,73.5
12507.0,3,1304.81,894,19,38,164,434.93666666666667
12509.0,1,176.5,55,7,188,0,176.5
12510.0,2,982.57,353,29,47,182,491.28499999999997
12513.0,1,612.29,462,35,17,0,612.29
12514.0,1,1017.68,440,51,171,0,1017.68
12515.0,1,383.7,131,16,257,0,383.7
12516.0,1,583.2,345,13,85,0,583.2
12517.0,2,1521.45,834,173,30,63,760.725
12518.0,1,324.83,187,18,15,0,324.83
12520.0,4,2045.85,1099,104,46,131,511.4625
12521.0,1,599.68,309,38,47,0,599.68
12523.0,7,1017.75,560,49,12,224,145.39285714285714
12524.0,6,3122.48,2290,92,66,171,520.4133333333333
12527.0,2,284.92,221,15,199,30,142.46
12528.0,4,1287.37,503,46,19,198,321.8425
12530.0,3,1221.65,600,39,28,213,407.2166666666667
12534.0,1,1089.18,651,63,35,0,1089.18
12535.0,1,371.45,115,18,91,0,371.45
12539.0,3,4517.69,1621,125,166,71,1505.8966666666665
12540.0,10,8786.87,4190,197,12,253,878.6869999999999
12541.0,2,536.14,419,27,77,107,268.07
12545.0,1,628.15,346,34,164,0,628.15
12547.0,2,207.8,134,7,102,82,103.89999999999999
12548.0,1,95.2,49,5,70,0,95.19999999999999
12551.0,1,168.0,100,10,262,0,168.0
12553.0,7,2419.59,1351,81,14,219,345.6557142857143
12556.0,1,308.75,163,60,56,0,308.75
12557.0,4,9000.96,3464,15,63,213,2250.2400000000002
12559.0,2,561.71,283,21,215,8,280.855
12560.0,2,1436.31,820,77,16,30,718.155
12561.0,1,238.85,177,16,207,0,238.85
12562.0,3,1605.23,776,53,31,71,535.0766666666667
12564.0,1,456.9,133,21,165,0,456.9
12565.0,1,145.92,80,9,193,0,145.92
12567.0,9,7849.98,3533,271,1,273,872.2199999999999
12569.0,13,1974.88,827,46,1,155,151.91384615384615
12571.0,1,248.35,197,14,26,0,248.35
12573.0,1,160.54,84,26,131,0,160.54000000000002
12574.0,1,218.45,61,11,220,0,218.45
12576.0,3,660.85,463,42,54,154,220.28333333333333
12577.0,1,195.89,134,67,263,0,195.89
12578.0,1,1608.66,748,70,234,0,1608.66
12580.0,1,415.7,238,24,151,0,415.7
12582.0,2,511.36,300,21,143,49,255.68
12583.0,9,4232.21,3463,84,11,267,470.24555555555554
12584.0,4,782.59,138,27,31,153,195.6475
12585.0,2,2040.1,1279,77,139,117,1020.05
12589.0,1,131.5,83,10,49,0,131.5
12590.0,2,9864.26,4283,68,115,0,4932.13
12591.0,1,452.85,228,26,222,0,452.84999999999997
12592.0,1,231.8,165,9,118,0,231.8
12593.0,3,418.1,206,14,13,110,139.36666666666665
12594.0,8,2529.9,1440,46,26,201,316.2375
12596.0,1,269.95,156,15,147,0,269.95
12597.0,2,1428.81,675,72,87,85,714.405
12598.0,4,1584.38,971,45,66,122,396.09499999999997
12599.0,6,857.04,749,25,31,177,142.84
12600.0,8,1936.56,544,26,17,258,242.07000000000002
12601.0,5,577.06,245,21,94,142,115.412
12604.0,1,178.5,137,10,166,0,178.5
12609.0,2,800.73,518,42,90,132,400.365
12610.0,2,1256.25,625,68,11,19,628.125
12613.0,4,1462.52,759,65,102,64,365.63
12614.0,1,315.6,76,20,182,0,315.6
12615.0,1,634.74,413,31,73,0,634.74
12616.0,1,255.6,98,11,202,0,255.6
12619.0,5,2087.46,1756,28,21,137,417.492
12620.0,1,561.66,434,33,109,0,561.66
12621.0,15,10195.04,5439,208,4,265,679.6693333333334
12622.0,1,180.1,69,11,136,0,180.1
12623.0,1,305.1,191,18,181,0,305.1
12624.0,2,641.13,355,36,10,71,320.565
12625.0,2,2683.82,1612,73,116,107,1341.91
12626.0,6,4774.0,2337,170,17,214,795.6666666666666
12627.0,5,2727.83,1575,112,1,44,545.566
12633.0,3,1948.75,1068,66,34,158,649.5833333333334
12635.0,1,683.64,399,40,59,0,683.64
12637.0,5,3049.5,1404,138,61,166,609.9
12639.0,1,486.1,201,22,143,0,486.1
12641.0,1,185.9,72,10,20,0,185.9
12642.0,1,366.45,277,24,12,0,366.45
12643.0,6,3344.64,1808,11,33,204,557.4399999999999
12644.0,1,477.91,325,31,34,0,477.91
12645.0,3,1310.86,825,52,14,206,436.9533333333334
12647.0,9,2886.71,1039,63,31,242,320.74555555555554
12648.0,1,318.05,160,21,59,0,318.05
12649.0,3,623.51,586,28,11,105,207.83666666666667
12651.0,1,114.0,78,9,239,0,114.0
12652.0,1,919.98,505,48,235,0,919.98
12653.0,2,2209.85,919,37,53,147,1104.925
12654.0,3,337.75,151,19,102,97,112.58333333333333
12656.0,3,2820.67,1280,51,21,117,940.2233333333334
12662.0,7,2653.66,1400,96,12,266,379.0942857142857
12664.0,3,1957.48,505,10,48,179,652.4933333333333
12665.0,1,63.0,37,3,229,0,63.0
12668.0,3,2924.47,1334,104,163,96,974.8233333333334
12669.0,3,2744.03,1115,98,55,105,914.6766666666666
12670.0,3,1634.47,761,40,3,133,544.8233333333334
12672.0,1,225.9,78,10,234,0,225.89999999999998
12673.0,1,220.9,171,23,231,0,220.9
12674.0,2,976.8,494,30,75,37,488.4
12676.0,4,998.05,494,21,28,187,249.51250000000002
12678.0,9,8282.26,5195,78,5,253,920.2511111111112
12679.0,2,906.38,407,43,110,77,453.19
12680.0,1,311.78,230,20,17,0,311.78
12681.0,15,9866.58,5419,219,56,216,657.772
12682.0,20,8219.92,3531,149,5,270,410.996
12683.0,11,6217.88,3769,151,9,260,565.2618181818182
12684.0,4,1379.48,1274,37,75,42,344.87
12686.0,1,89.14,107,7,276,0,89.14
12688.0,1,4873.81,3028,171,18,0,4873.8099999999995
12689.0,1,511.03,281,34,32,0,511.03
12690.0,1,389.01,106,16,110,0,389.01
12691.0,4,556.3,198,16,49,212,139.075
12693.0,4,855.91,255,35,31,192,213.9775
12694.0,1,439.5,323,20,87,0,439.5
12695.0,2,333.9,172,17,12,102,166.95000000000002
12697.0,2,733.91,359,27,36,37,366.955
12700.0,2,2149.05,1376,110,61,58,1074.525
12701.0,1,337.08,246,21,147,0,337.08
12704.0,3,1100.92,465,40,10,63,366.97333333333336
12705.0,4,4162.52,2599,177,63,198,1040.63
12707.0,1,603.42,256,33,196,0,603.42
12708.0,7,2031.77,989,71,6,266,290.2528571428571
12709.0,11,7200.79,2831,89,1,270,654.6172727272727
12710.0,3,1149.02,851,75,1,104,383.00666666666666
12712.0,11,3913.08,943,54,11,264,355.73454545454547
12714.0,4,3389.7,2258,167,11,187,847.425
12715.0,1,343.36,192,20,10,0,343.36
12716.0,1,677.9,503,45,38,0,677.9
12717.0,2,1030.98,506,49,55,94,515.49
12720.0,15,3314.5,2747,159,29,244,220.96666666666667
12721.0,4,1698.91,1133,88,87,171,424.7275
12722.0,3,929.65,559,48,19,35,309.8833333333333
12724.0,2,280.36,178,15,78,158,140.18
12725.0,1,427.8,164,24,275,0,427.8
12726.0,5,1467.32,1942,40,89,172,293.464
12727.0,5,2800.4,1608,90,91,133,560.08
12728.0,3,617.31,256,29,162,74,205.76999999999998
12729.0,1,453.01,233,26,18,0,453.01
12731.0,8,11324.25,5439,84,49,220,1415.53125
12732.0,1,236.26,111,12,84,0,236.26000000000002
12733.0,1,383.95,137,22,138,0,383.95
12734.0,1,110.4,88,4,257,0,110.39999999999999
12735.0,2,779.57,368,38,220,21,389.78499999999997
12736.0,1,234.0,173,4,237,0,234.0
12738.0,1,155.35,148,11,276,0,155.35
12739.0,1,975.54,485,37,3,0,975.54
12743.0,2,540.13,315,114,38,0,270.065
12744.0,5,14211.97,4640,163,49,173,2842.3940000000002
12747.0,8,2769.4,862,34,14,259,346.175
12748.0,129,13353.48,8556,1146,2,275,103.5153488372093
12749.0,3,2755.23,1080,113,35,82,918.41
12750.0,1,275.88,137,15,33,0,275.88
12753.0,5,16620.91,9211,114,40,226,3324.182
12754.0,3,3010.74,6481,49,140,72,1003.5799999999999
12755.0,2,3811.95,1491,4,185,85,1905.975
12757.0,7,5281.08,918,89,47,68,754.4399999999999
12758.0,2,2791.59,2135,84,21,159,1395.795
12759.0,2,1082.52,630,60,76,104,541.26
12763.0,2,494.08,316,16,43,230,247.04
12764.0,1,1693.88,386,45,221,0,1693.88
12766.0,5,4952.19,2495,161,54,216,990.4380000000001
12769.0,1,1143.6,356,32,143,0,1143.6
12770.0,1,1351.45,743,12,115,0,1351.45
12775.0,4,1164.68,740,36,94,121,291.17
12778.0,4,492.06,458,25,87,129,123.015
12779.0,7,2999.41,1385,68,94,181,428.4871428571428
12781.0,1,549.26,346,15,189,0,549.26
12782.0,4,2078.67,958,73,54,207,519.6675
12785.0,1,311.95,131,14,269,0,311.95
12787.0,1,158.1,65,8,97,0,158.1
12790.0,1,324.92,166,21,97,0,324.92
12791.0,1,192.6,97,2,278,0,192.60000000000002
12792.0,1,400.54,217,25,161,0,400.53999999999996
12793.0,2,545.48,295,21,239,36,272.74
12794.0,1,317.0,227,20,3,0,317.0
12797.0,1,254.03,118,13,270,0,254.03
12798.0,1,1607.04,2256,6,75,0,1607.04
12802.0,1,427.58,314,25,91,0,427.58
12808.0,2,281.35,108,16,89,184,140.675
12809.0,1,489.31,220,25,82,0,489.31
12811.0,3,514.85,230,27,165,23,171.61666666666667
12814.0,1,125.92,49,2,6,0,125.92
12815.0,2,1063.46,379,38,52,50,531.73
12816.0,1,318.65,77,15,81,0,318.65000000000003
12817.0,1,166.04,53,4,185,0,166.04
12818.0,1,1542.08,929,14,166,0,1542.08
12820.0,1,170.46,146,11,231,0,170.46
12821.0,1,92.72,70,6,118,0,92.72
12823.0,4,1224.0,160,1,31,169,306.0
12826.0,4,818.62,721,50,83,186,204.655
12828.0,3,415.51,157,23,3,31,138.50333333333333
12829.0,2,293.0,376,9,241,23,146.5
12830.0,4,5204.0,6344,13,38,37,1301.0
12831.0,1,215.05,135,9,167,0,215.05
12832.0,1,267.8,132,18,3,0,267.8
12833.0,1,417.38,156,24,50,0,417.38
12834.0,1,312.38,110,18,187,0,312.38
12836.0,3,2112.53,858,110,41,174,704.1766666666667
12837.0,1,134.1,24,12,77,0,134.1
12838.0,1,390.79,228,59,278,0,390.79
12839.0,8,2683.81,1785,66,18,253,335.47625
12840.0,4,2726.77,1511,67,48,82,681.6925
12841.0,17,2829.91,1805,167,11,265,166.46529411764706
12842.0,1,310.73,157,14,213,0,310.73
12843.0,7,1692.31,780,68,64,104,241.75857142857143
12844.0,1,174.88,77,27,35,0,174.88
12845.0,4,354.09,204,26,172,22,88.5225
12849.0,1,668.85,489,33,173,0,668.8499999999999
12851.0,1,131.81,106,43,1,0,131.81
12852.0,1,311.55,149,17,199,0,311.55
12853.0,6,1957.1,800,66,39,181,326.18333333333334
12854.0,2,810.37,422,71,146,77,405.185
12855.0,1,38.1,30,3,277,0,38.1
12857.0,2,1106.4,343,37,115,91,553.2
12864.0,1,147.12,216,3,43,0,147.12
12865.0,1,981.38,550,58,28,0,981.38
12866.0,1,559.12,171,26,188,0,559.12
12867.0,6,3015.96,3366,206,1,263,502.66
12868.0,6,1607.06,928,72,90,187,267.84333333333336
12871.0,1,132.0,80,4,112,0,132.0
12872.0,2,599.97,319,58,231,38,299.985
12873.0,1,374.0,128,4,186,0,374.0
12875.0,2,343.23,2019,1,47,219,171.61500000000004
12876.0,1,726.43,651,34,101,0,726.43
12877.0,9,1059.23,705,41,29,233,117.69222222222223
12878.0,2,854.99,547,38,141,29,427.495
12881.0,1,298.0,21,7,180,0,298.0
12885.0,1,645.35,346,39,28,0,645.35
12886.0,1,775.0,416,47,124,0,775.0
12888.0,2,354.12,76,4,118,41,177.06
12891.0,3,331.0,950,2,90,107,110.33333333333333
12897.0,2,216.5,110,3,109,97,108.25
12901.0,19,11639.47,12420,29,13,162,612.6036842105264
12902.0,1,138.68,66,10,169,0,138.68
12904.0,1,244.69,165,32,77,0,244.69
12908.0,2,750.0,1200,1,80,136,375.0
12909.0,3,1528.37,786,55,106,51,509.45666666666665
12910.0,4,1486.9,830,26,39,107,371.725
12913.0,3,866.39,345,12,187,85,288.7966666666667
12915.0,2,363.65,93,19,53,223,181.825
12916.0,4,2944.95,1083,53,43,181,736.2375
12917.0,1,594.0,120,2,32,0,594.0
12919.0,3,441.65,203,12,21,53,147.21666666666667
12921.0,24,10083.47,6051,173,3,274,420.1445833333333
12922.0,1,405.38,370,28,65,0,405.38
12924.0,3,655.27,285,10,103,129,218.42333333333332
12928.0,3,1136.14,690,42,52,211,378.71333333333337
12929.0,1,117.85,37,8,216,0,117.85
12930.0,1,221.56,108,14,76,0,221.56
12931.0,11,32530.7,21384,27,6,256,2957.336363636364
12933.0,2,357.49,378,48,75,112,178.745
12935.0,4,1535.34,1268,58,14,209,383.835
12937.0,2,428.23,268,27,102,69,214.115
12939.0,4,7990.08,3208,20,43,196,1997.52
12942.0,3,675.6,198,68,35,234,225.20000000000002
12944.0,1,286.95,145,14,259,0,286.95
12945.0,1,462.95,165,23,193,0,462.95
12947.0,6,1603.99,1165,83,48,229,267.33166666666665
12948.0,4,1423.96,799,64,9,159,355.99
12949.0,7,3449.42,2048,144,18,138,492.7742857142857
12951.0,5,751.78,331,39,78,157,150.356
12955.0,5,1346.92,1102,42,48,124,269.38399999999996
12956.0,1,108.07,34,19,210,0,108.07
12957.0,4,1715.29,1248,97,91,153,428.8225
12962.0,1,170.54,78,11,18,0,170.54000000000002
12963.0,1,365.8,172,16,270,0,365.8
12967.0,2,1660.9,438,19,262,13,830.45
12968.0,1,135.95,73,5,16,0,135.95
12970.0,2,23.8,8,8,227,0,11.9
12971.0,63,8086.42,5798,80,3,273,128.35587301587302
12974.0,1,144.8,24,8,102,0,144.8
12976.0,1,738.6,561,22,116,0,738.6
12977.0,1,39.24,12,9,60,0,39.239999999999995
12980.0,9,7374.9,886,6,62,200,819.4333333333334
12981.0,1,187.18,134,11,38,0,187.18
12982.0,1,390.54,288,28,147,0,390.54
12987.0,1,304.3,108,14,102,0,304.3
12988.0,1,505.82,126,75,197,0,505.82
12989.0,8,4469.14,2046,14,62,206,558.6425
12990.0,2,263.9,130,5,90,124,131.95
12991.0,1,303.56,361,22,16,0,303.56
12993.0,3,372.4,204,23,25,177,124.13333333333333
12994.0,2,645.47,303,38,24,148,322.735
12997.0,2,608.47,300,30,141,80,304.235
12999.0,3,455.88,342,25,101,49,151.96
13000.0,3,534.85,379,30,11,258,178.28333333333333
13001.0,11,8582.57,4864,154,62,168,780.2336363636364
13002.0,1,120.95,73,7,222,0,120.94999999999999
13003.0,3,149.05,103,4,10,109,49.68333333333334
13004.0,12,3785.09,3275,193,18,243,315.4241666666667
13005.0,2,513.7,172,21,78,72,256.85
13008.0,1,229.47,175,14,228,0,229.46999999999997
13011.0,1,50.55,13,3,276,0,50.550000000000004
13012.0,4,1012.31,511,42,53,146,253.07750000000001
13013.0,8,3382.79,1672,130,12,263,422.84875
13014.0,5,2022.48,616,53,18,167,404.496
13015.0,4,1763.04,705,80,101,52,440.76
13016.0,1,425.25,315,28,27,0,425.25
13018.0,17,4788.85,3576,227,27,173,281.69705882352946
13021.0,4,1152.47,527,48,71,192,288.1175
13023.0,1,336.4,159,20,34,0,336.40000000000003
13026.0,2,243.72,348,5,125,54,121.85999999999999
13027.0,6,6912.0,17280,6,18,240,1152.0
13029.0,2,773.2,92,6,43,214,386.59999999999997
13030.0,1,402.36,174,50,273,0,402.36
13033.0,1,190.55,83,11,262,0,190.55
13034.0,1,165.86,116,11,273,0,165.86
13035.0,1,333.0,212,12,165,0,333.0
13037.0,3,881.07,431,44,42,118,293.69
13038.0,2,591.76,280,22,88,106,295.88
13043.0,1,516.42,254,13,177,0,516.42
13044.0,1,560.47,429,33,195,0,560.47
13045.0,1,305.28,221,18,3,0,305.28000000000003
13046.0,1,197.72,76,14,170,0,197.72
13047.0,8,2682.01,1164,84,31,246,335.25125
13048.0,3,1358.55,947,69,18,213,452.84999999999997
13049.0,1,153.78,78,7,222,0,153.78
13050.0,13,4509.74,2707,211,11,260,346.9030769230769
13052.0,1,348.15,222,18,117,0,348.15000000000003
13055.0,1,344.86,252,22,118,0,344.86
13058.0,1,47.55,9,3,56,0,47.550000000000004
13059.0,1,183.4,35,8,154,0,183.4
13060.0,1,307.53,123,15,158,0,307.53
13062.0,1,346.98,343,11,95,0,346.98
13064.0,2,659.25,284,31,57,174,329.625
13065.0,1,205.86,74,14,277,0,205.86
13068.0,1,165.0,100,1,224,0,165.0
13069.0,20,3870.02,5153,250,4,270,193.501
13070.0,1,228.8,110,9,97,0,228.8
13072.0,1,177.15,69,7,171,0,177.15
13075.0,1,919.61,485,22,34,0,919.61
13077.0,3,576.19,606,61,194,76,192.06333333333336
13078.0,15,6917.15,2500,81,11,260,461.1433333333334
13079.0,1,23.8,4,1,44,0,23.8
13080.0,1,58.08,120,6,83,0,58.08
13081.0,8,18870.12,12665,424,48,227,2358.765
13082.0,9,3613.63,4324,63,30,212,401.51444444444445
13085.0,2,416.08,216,17,62,137,208.04000000000002
13089.0,71,43260.74,23782,537,4,270,609.3061971830986
13090.0,9,4912.02,1133,56,40,236,545.7800000000001
13092.0,4,439.75,95,15,116,147,109.9375
13093.0,8,7832.47,3961,97,180,97,979.05875
13094.0,10,1545.72,1356,4,34,239,154.572
13097.0,8,4636.51,1861,181,27,237,579.56375
13098.0,17,14468.08,8251,110,18,203,851.0635294117646
13099.0,1,207.36,288,1,3,0,207.35999999999999
13101.0,1,101.19,113,8,138,0,101.19
13102.0,19,4961.7,3361,112,38,231,261.1421052631579
13104.0,3,376.44,180,3,37,221,125.48
13106.0,1,76.5,18,1,37,0,76.5
13107.0,2,935.22,816,36,80,157,467.61
13108.0,1,350.06,298,10,277,0,350.06
13109.0,1,369.85,260,24,61,0,369.85
13110.0,5,1042.24,274,79,41,174,208.448
13113.0,20,10787.06,2616,93,18,252,539.353
13115.0,1,878.55,621,55,88,0,878.55
13116.0,1,501.14,291,30,43,0,501.14
13117.0,7,841.77,703,57,26,250,120.25285714285714
13118.0,3,799.7,274,40,113,80,266.56666666666666
13120.0,1,30.6,12,1,143,0,30.599999999999998
13121.0,1,283.73,252,50,173,0,283.73
13122.0,1,903.67,537,54,145,0,903.67
13124.0,2,2516.47,1601,131,156,106,1258.235
13126.0,5,1077.42,1062,61,157,113,215.484
13131.0,1,324.9,128,14,92,0,324.9
13132.0,1,77.3,20,3,166,0,77.3
13133.0,2,109.8,32,7,178,30,54.9
13134.0,3,885.74,330,42,88,56,295.24666666666667
13135.0,1,3096.0,4300,1,101,0,3096.0
13136.0,3,1226.68,677,55,47,69,408.8933333333334
13137.0,4,1428.76,875,211,8,205,357.19
13138.0,3,489.45,243,22,38,238,163.15
13139.0,3,1710.94,726,39,14,149,570.3133333333334
13140.0,3,422.47,185,40,12,258,140.82333333333335
13141.0,4,1401.03,942,77,118,101,350.2575
13144.0,1,110.95,21,3,237,0,110.95
13145.0,2,413.8,25,2,31,245,206.9
13147.0,1,118.8,24,1,4,0,118.80000000000001
13148.0,10,2766.01,1370,173,38,230,276.601
13149.0,3,1132.62,884,58,11,182,377.53999999999996
13151.0,1,1257.87,363,73,200,0,1257.8700000000001
13155.0,2,569.2,262,55,231,41,284.6
13157.0,3,873.2,788,32,46,157,291.06666666666666
13158.0,3,868.17,519,47,24,198,289.39
13159.0,2,843.09,627,75,10,9,421.545
13161.0,1,112.75,29,8,218,0,112.75
13162.0,4,1688.29,1713,74,26,212,422.0725
13165.0,1,354.64,496,13,256,0,354.64
13166.0,1,417.2,216,39,187,0,417.2
13167.0,2,417.55,447,33,35,12,208.775
13168.0,3,953.06,545,94,104,119,317.68666666666667
13169.0,1,505.2,96,6,157,0,505.2
13171.0,1,140.35,53,23,204,0,140.35
13173.0,1,165.94,114,23,272,0,165.94
13174.0,2,2034.06,927,178,220,52,1017.03
13178.0,8,4391.73,2599,81,38,227,548.9662500000001
13183.0,6,2394.98,1448,50,5,233,399.16333333333336
13184.0,9,1472.1,1537,122,35,159,163.56666666666666
13185.0,1,71.4,12,1,172,0,71.4
13186.0,1,988.34,360,51,33,0,988.34
13187.0,1,236.02,95,37,241,0,236.02
13189.0,1,127.0,526,18,20,0,127.0
13192.0,1,464.32,298,33,109,0,464.32
13194.0,1,60.7,26,3,40,0,60.7
13196.0,1,512.13,320,34,167,0,512.13
13198.0,5,3009.18,2369,182,25,241,601.836
13199.0,21,4553.84,3492,29,8,263,216.84952380952382
13200.0,1,319.32,249,14,30,0,319.32
13203.0,2,309.86,274,20,25,121,154.93
13207.0,1,197.52,72,5,55,0,197.52000000000004
13208.0,4,828.82,572,97,60,153,207.20499999999998
13209.0,5,4156.08,3255,200,33,233,831.216
13211.0,1,110.7,46,2,265,0,110.7
13213.0,4,963.88,478,44,33,71,240.97
13216.0,1,333.74,297,5,172,0,333.74
13217.0,3,533.98,262,3,26,34,177.99333333333334
13218.0,1,62.64,88,5,31,0,62.63999999999999
13220.0,3,726.49,132,15,90,51,242.16333333333333
13221.0,2,847.41,244,62,144,119,423.705
13223.0,2,163.2,88,5,105,31,81.60000000000001
13224.0,1,1212.26,665,42,56,0,1212.26
13225.0,5,4299.56,2164,15,47,218,859.912
13226.0,1,108.21,80,16,178,0,108.21000000000001
13227.0,1,257.7,99,9,106,0,257.7
13229.0,1,160.95,63,10,130,0,160.95
13230.0,12,2195.23,1332,302,42,226,182.93583333333333
13232.0,5,1019.05,649,129,3,144,203.81
13233.0,1,304.24,404,17,240,0,304.24
13235.0,1,1031.07,441,53,116,0,1031.07
13236.0,1,439.23,168,21,11,0,439.23
13238.0,2,318.85,137,14,68,196,159.425
13239.0,1,329.56,327,21,166,0,329.56
13240.0,4,663.65,298,59,1,269,165.9125
13242.0,3,270.4,130,12,17,101,90.13333333333334
13243.0,1,585.12,232,56,108,0,585.12
13246.0,5,1838.51,1533,89,81,153,367.702
13248.0,2,465.68,305,25,29,64,232.84
13249.0,1,291.84,240,2,165,0,291.84000000000003
13253.0,2,1030.4,1572,35,61,182,515.2
13255.0,1,225.7,110,6,278,0,225.7
13258.0,1,198.87,77,12,110,0,198.87
13261.0,2,944.1,210,8,173,17,472.05
13262.0,1,200.29,125,11,167,0,200.29
13263.0,23,4854.79,2795,358,12,217,211.07782608695652
13265.0,3,1450.66,1126,44,88,89,483.55333333333334
13266.0,8,2535.58,3060,54,17,143,316.9475
13267.0,14,2800.94,1212,64,15,256,200.06714285714287
13268.0,6,2117.81,2490,206,74,97,352.9683333333333
