CustomerID,Number_of_Orders,Total_Spend,Total_Items_Purchased,Product_Diversity,Days_Since_Last_Purchase,Customer_Lifetime_Days,Average_Order_Value
12460.0,1,326.65,170,18,456,0,326.65
12461.0,2,826.88,287,35,94,60,413.44
12462.0,2,1189.59,536,51,19,284,594.795
12463.0,4,1344.78,776,65,53,188,336.195
12464.0,8,1212.05,112,6,10,299,151.50625
12465.0,2,742.1899999999999,479,46,17,152,371.09499999999997
12466.0,1,56.73,1,1,682,0,56.73
12467.0,1,132.8,129,9,423,0,132.8
12468.0,5,3670.74,2201,127,188,495,734.1479999999999
12469.0,2,3070.54,2552,76,523,14,1535.27
12470.0,1,211.95,95,23,690,0,211.95
12471.0,79,39918.19,16858,255,2,730,505.2935443037975
12472.0,19,16249.289999999999,10378,397,32,693,855.2257894736841
12473.0,5,3928.0499999999997,2414,140,29,162,785.6099999999999
12474.0,31,12372.75,7940,369,17,649,399.1209677419355
12475.0,2,1149.6399999999999,771,54,54,356,574.8199999999999
12476.0,23,14083.91,5631,358,16,486,612.3439130434782
12477.0,9,20276.37,6119,295,23,600,2252.93
12478.0,1,680.99,236,36,4,0,680.99
12479.0,1,527.2,385,31,11,0,527.2
12480.0,7,5464.85,2952,177,28,479,780.6928571428572
12481.0,15,12185.51,7158,248,23,584,812.3673333333334
12482.0,29,23691.4,27042,42,576,77,816.944827586207
12483.0,19,5097.18,2160,68,17,660,268.27263157894737
12484.0,12,6354.1,3266,329,33,648,529.5083333333333
12485.0,1,708.1,414,34,529,0,708.1
12486.0,1,1037.28,523,49,432,0,1037.28
12487.0,1,285.3,174,2,731,0,285.3
12488.0,3,1298.66,529,46,10,65,432.8866666666667
12489.0,1,334.93,105,15,336,0,334.93
12490.0,21,9823.64,5906,195,5,733,467.79238095238094
12491.0,1,460.40000000000003,260,25,39,0,460.40000000000003
12492.0,3,715.21,444,38,63,340,238.40333333333334
12493.0,2,433.74,207,20,166,31,216.87
12494.0,9,1815.27,979,83,16,560,201.69666666666666
12495.0,1,357.4,130,17,641,0,357.4
12496.0,2,45.34,30,10,620,0,22.67
12497.0,3,6248.5,5685,41,82,563,2082.8333333333335
12498.0,3,403.70000000000005,159,21,21,36,134.5666666666667
12499.0,1,393.71999999999997,302,27,560,0,393.71999999999997
12500.0,19,5955.21,3377,88,23,650,313.4321052631579
12501.0,1,2169.39,1783,149,337,0,2169.39
12502.0,5,3723.87,820,102,96,214,744.774
12503.0,1,1126.0,561,2,584,0,1126.0
12504.0,4,779.05,458,11,18,578,194.7625
12505.0,1,955.2,324,42,409,0,955.2
12506.0,1,73.5,23,23,233,0,73.5
12507.0,4,1844.06,1256,46,134,450,461.015
12508.0,2,397.88,271,57,26,2,198.94
12509.0,1,176.5,55,7,284,0,176.5
12510.0,9,5178.02,2049,94,143,592,575.3355555555556
12511.0,1,3084.02,1753,190,429,0,3084.02
12512.0,2,132.18,96,31,66,0,66.09
12513.0,1,612.29,462,35,113,0,612.29
12514.0,2,1597.76,840,76,267,374,798.88
12515.0,1,383.7,131,16,353,0,383.7
12516.0,4,2648.62,1952,49,78,521,662.155
12517.0,5,2481.6,1361,232,28,161,496.32
12518.0,5,2056.89,1318,84,1,109,411.378
12519.0,2,716.54,387,34,64,413,358.27
12520.0,5,2634.2599999999998,1439,121,79,194,526.852
12521.0,1,599.68,309,38,143,0,599.68
12522.0,2,192.72,194,11,39,12,96.36
12523.0,23,4352.35,2263,176,19,712,189.2326086956522
12524.0,17,11126.11,7178,157,9,660,654.4770588235294
12525.0,3,973.73,509,56,498,149,324.57666666666665
12526.0,3,1316.66,632,64,1,93,438.8866666666667
12527.0,5,735.51,526,26,82,447,147.102
12528.0,6,1933.48,756,50,9,303,322.24666666666667
12529.0,1,316.48,192,21,528,0,316.48
12530.0,9,3759.26,2713,94,60,582,417.6955555555556
12531.0,2,1933.2,1119,126,15,671,966.6
12532.0,1,349.83000000000004,153,16,30,0,349.83000000000004
12533.0,2,1367.89,704,63,628,110,683.945
12534.0,1,1089.18,651,63,131,0,1089.18
12535.0,2,716.35,219,28,92,94,358.175
12536.0,3,12601.830000000002,2803,260,43,15,4200.610000000001
12537.0,1,732.94,449,43,409,0,732.94
12538.0,2,640.45,336,33,29,349,320.225
12539.0,7,11214.75,4535,276,22,694,1602.107142857143
12540.0,33,22254.49,11019,354,20,712,674.3784848484848
12541.0,3,981.18,680,46,30,251,327.06
12542.0,2,481.88,522,39,484,156,240.94
12543.0,1,980.25,688,43,448,0,980.25
12544.0,1,372.7,136,19,36,0,372.7
12545.0,2,1000.39,523,42,75,184,500.195
12546.0,2,1161.5,633,59,47,31,580.75
12547.0,3,383.58,309,13,198,302,127.86
12548.0,1,95.19999999999999,49,5,166,0,95.19999999999999
12549.0,6,1575.68,1366,38,576,121,262.61333333333334
12550.0,1,964.83,569,57,79,0,964.83
12551.0,1,168.0,100,10,358,0,168.0
12552.0,2,437.82,88,20,39,0,218.91
12553.0,12,4608.75,2325,109,8,415,384.0625
12554.0,1,468.5,240,26,449,0,468.5
12555.0,1,129.23,1,1,682,0,129.23
12556.0,2,599.56,355,100,50,100,299.78
12557.0,8,18096.14,6382,15,16,706,2262.0175
12558.0,1,269.96,196,11,8,0,269.96
12559.0,2,561.71,283,21,311,8,280.855
12560.0,3,2134.0099999999998,1110,91,5,137,711.3366666666666
12561.0,1,238.85,177,16,303,0,238.85
12562.0,9,4966.92,2327,113,8,427,551.88
12563.0,1,249.24,113,13,409,0,249.24
12564.0,1,456.9,133,21,261,0,456.9
12565.0,1,145.92,80,9,289,0,145.92
12566.0,1,351.65,265,19,86,0,351.65
12567.0,15,11767.48,5308,365,23,644,784.4986666666666
12568.0,1,70.0,48,5,645,0,70.0
12569.0,32,4124.69,1801,92,2,250,128.8965625
12570.0,1,77.52,1,1,682,0,77.52
12571.0,2,519.61,523,31,40,81,259.805
12572.0,2,1020.4200000000001,452,53,9,43,510.21000000000004
12573.0,5,717.41,479,107,227,237,143.482
12574.0,1,218.45000000000002,61,11,316,0,218.45000000000002
12575.0,2,622.82,315,34,457,69,311.41
12576.0,8,2142.72,1494,114,36,490,267.84
12577.0,8,1617.1,1191,259,35,700,202.1375
12578.0,4,4642.45,2380,149,21,422,1160.6125
12579.0,1,440.42,285,29,78,0,440.42
12580.0,2,1052.9,569,52,247,329,526.45
12581.0,1,197.71,161,15,40,0,197.71
12582.0,4,1980.4,985,88,239,338,495.1
12583.0,27,13591.58,8535,141,3,730,503.39185185185187
12584.0,9,2338.15,416,44,4,276,259.7944444444445
12585.0,2,2040.1,1279,77,234,117,1020.05
12586.0,4,2062.67,687,82,17,706,515.6675
12587.0,1,144.0,51,4,8,0,144.0
12588.0,4,958.78,438,31,39,558,239.695
12589.0,8,4695.66,1764,121,29,660,586.9575
12590.0,2,9864.26,4283,68,211,0,4932.13
12591.0,3,1338.95,653,63,317,91,446.31666666666666
12592.0,5,2582.66,1875,42,92,427,516.5319999999999
12593.0,3,418.09999999999997,206,14,109,110,139.36666666666665
12594.0,15,5090.11,2768,78,38,608,339.34066666666666
12595.0,1,299.02,271,19,505,0,299.02
12596.0,2,618.27,474,25,51,190,309.135
12597.0,4,3811.22,2236,184,19,248,952.805
12598.0,11,4534.09,2906,130,10,639,412.19
12599.0,13,2296.72,2189,47,29,548,176.67076923076922
12600.0,21,4967.42,1383,53,29,703,236.54380952380953
12601.0,6,681.26,290,24,190,214,113.54333333333334
12602.0,1,153.12,162,12,59,0,153.12
12603.0,1,739.1999999999999,63,2,22,0,739.1999999999999
12604.0,2,254.18,201,15,79,182,127.09
12605.0,4,1232.95,929,63,376,81,308.2375
12606.0,1,21.0,1,1,682,0,21.0
12607.0,1,1579.51,1228,101,60,0,1579.51
12608.0,1,415.79,323,16,405,0,415.79
12609.0,9,3435.86,1553,129,78,641,381.76222222222225
12610.0,5,2099.54,1049,85,23,103,419.908
12611.0,1,1193.32,846,65,52,0,1193.32
12612.0,1,704.04,262,19,74,0,704.04
12613.0,10,6817.37,4157,218,57,668,681.737
12614.0,1,315.6,76,20,278,0,315.6
12615.0,8,5740.98,3317,198,2,629,717.6225
12616.0,3,1131.1,498,32,95,293,377.0333333333333
12617.0,1,352.98,210,39,29,0,352.98
12618.0,1,177.31,96,11,22,0,177.31
12619.0,10,3781.38,3518,55,16,544,378.13800000000003
12620.0,3,1339.41,1181,89,15,189,446.47
12621.0,35,24311.2,13706,344,2,666,694.6057142857143
12622.0,1,180.1,69,11,232,0,180.1
12623.0,7,3747.84,1971,112,276,420,535.4057142857143
12624.0,2,641.13,355,36,106,71,320.565
12625.0,4,5164.88,3309,144,212,384,1291.22
12626.0,9,6620.48,3453,232,23,303,735.6088888888888
12627.0,7,4478.53,2752,162,11,129,639.79
12628.0,3,786.46,448,34,4,60,262.15333333333336
12629.0,2,1558.22,722,40,386,37,779.11
12630.0,2,1270.88,548,60,10,34,635.44
12631.0,6,3481.57,1607,131,57,635,580.2616666666667
12632.0,2,804.88,694,32,521,44,402.44
12633.0,7,5678.16,3238,220,59,466,811.1657142857142
12634.0,2,490.0,337,20,536,12,245.0
12635.0,4,2930.41,1949,159,90,367,732.6025
12636.0,1,141.0,1,1,739,0,141.0
12637.0,12,8283.81,4257,295,67,476,690.3175
12638.0,2,921.49,663,47,33,606,460.745
12639.0,3,1312.3700000000001,631,58,239,389,437.4566666666667
12640.0,3,1174.58,311,47,24,57,391.52666666666664
12641.0,1,185.9,72,10,115,0,185.9
12642.0,3,1013.26,552,39,25,82,337.75333333333333
12643.0,12,8304.82,4665,14,128,482,692.0683333333333
12644.0,4,1918.49,1032,106,130,564,479.6225
12645.0,8,3539.3,2125,111,34,635,442.4125
12646.0,2,1346.97,897,43,5,44,673.485
12647.0,36,16955.55,6633,240,22,672,470.98749999999995
12648.0,4,1112.0,518,38,155,546,278.0
12649.0,8,2294.65,1959,94,107,588,286.83125
12650.0,1,314.44,254,20,3,0,314.44
12651.0,4,377.75,265,30,335,130,94.4375
12652.0,2,1017.03,536,51,331,102,508.515
12653.0,3,4160.83,1681,76,149,378,1386.9433333333334
12654.0,5,601.98,264,31,11,284,120.396
12655.0,1,261.35,80,16,424,0,261.35
12656.0,8,6407.83,2860,174,17,545,800.97875
12657.0,4,1643.18,1044,35,11,67,410.795
12658.0,1,686.05,320,36,19,0,686.05
12659.0,1,91.68,105,5,30,0,91.68
12660.0,1,245.1,127,13,11,0,245.1
12661.0,1,162.0,216,11,436,0,162.0
12662.0,20,6726.54,3424,163,1,617,336.327
12663.0,2,239.4,181,9,625,43,119.7
12664.0,11,6070.04,1495,10,8,718,551.8218181818182
12665.0,3,313.6,165,13,325,344,104.53333333333335
12666.0,1,1248.42,370,31,394,0,1248.42
12667.0,1,620.13,395,33,58,0,620.13
12668.0,10,11383.03,5049,263,12,665,1138.303
12669.0,3,2744.0299999999997,1115,98,151,105,914.6766666666666
12670.0,7,3760.29,1627,71,10,656,537.1842857142857
12671.0,1,2622.481,1460,45,606,0,2622.481
12672.0,2,437.05,138,22,330,265,218.525
12673.0,3,1230.02,700,68,5,396,410.00666666666666
12674.0,4,1970.6,1133,52,39,169,492.65
12675.0,2,957.25,336,111,554,24,478.625
12676.0,11,2843.09,1867,67,25,458,258.4627272727273
12677.0,2,395.1,176,13,555,111,197.55
12678.0,21,34281.18,22372,199,42,658,1632.4371428571428
12679.0,4,1113.02,554,43,59,225,278.255
12680.0,4,880.81,444,33,1,112,220.2025
12681.0,45,29834.76,17011,459,15,711,662.9946666666666
12682.0,52,22950.22,10522,327,4,735,441.35038461538466
12683.0,21,11633.7,7019,236,4,722,553.9857142857143
12684.0,7,2283.63,1985,61,8,205,326.23285714285714
12685.0,6,2863.08,1523,117,28,65,477.18
12686.0,1,89.14,107,7,372,0,89.14
12687.0,2,2138.91,1403,126,481,0,1069.455
12688.0,1,4873.8099999999995,3028,171,114,0,4873.8099999999995
12689.0,2,1247.61,628,57,26,101,623.805
12690.0,1,389.01,106,16,206,0,389.01
12691.0,7,1170.4,445,24,28,392,167.20000000000002
12692.0,1,110.95,36,13,637,0,110.95
12693.0,7,1703.02,536,63,127,395,243.28857142857143
12694.0,3,1843.35,1355,69,70,350,614.4499999999999
12695.0,7,1407.1200000000001,454,46,7,658,201.0171428571429
12696.0,2,851.91,564,43,435,74,425.955
12697.0,3,957.59,508,37,29,140,319.19666666666666
12698.0,1,339.75,111,16,590,0,339.75
12699.0,1,638.11,373,41,418,0,638.11
12700.0,4,4939.99,2967,193,8,207,1234.9975
12701.0,6,2446.41,1727,118,80,553,407.73499999999996
12702.0,1,219.0,53,12,20,0,219.0
12703.0,4,1006.53,595,56,71,613,251.6325
12704.0,8,2340.84,1006,64,7,162,292.605
12705.0,14,11762.1,7188,320,15,518,840.15
12707.0,1,603.42,256,33,292,0,603.42
12708.0,18,5117.66,2432,130,30,691,284.31444444444446
12709.0,34,30291.76,13772,189,15,715,890.9341176470588
12710.0,3,1149.02,851,75,97,104,383.00666666666666
12711.0,2,1339.05,770,56,612,65,669.525
12712.0,21,6723.03,2205,126,29,701,320.14428571428573
12713.0,1,848.55,508,38,1,0,848.55
12714.0,12,14093.710000000001,8774,436,9,726,1174.4758333333334
12715.0,1,343.36,192,20,106,0,343.36
12716.0,2,1053.49,708,60,4,129,526.745
12717.0,3,1308.91,600,60,151,439,436.30333333333334
12718.0,1,238.25,203,19,71,0,238.25
12719.0,2,644.95,374,34,5,59,322.475
12720.0,30,7787.28,6018,262,3,503,259.57599999999996
12721.0,8,4013.08,2655,183,32,440,501.635
12722.0,4,997.63,566,50,85,65,249.4075
12723.0,5,725.07,434,53,4,61,145.014
12724.0,7,2317.52,1379,94,5,530,331.07428571428574
12725.0,4,2266.76,1142,92,371,213,566.69
12726.0,11,4014.6,4618,63,28,595,364.96363636363634
12727.0,10,5679.53,2832,132,11,644,567.953
12728.0,5,1070.17,543,48,71,312,214.03400000000002
12729.0,1,453.01,233,26,114,0,453.01
12730.0,1,829.25,234,47,522,0,829.25
12731.0,17,25775.71,11641,137,24,624,1516.2182352941177
12732.0,1,236.26000000000002,111,12,180,0,236.26000000000002
12733.0,4,2424.87,896,117,234,455,606.2175
12734.0,3,639.65,265,17,353,39,213.21666666666667
12735.0,2,779.5699999999999,368,38,315,21,389.78499999999997
12736.0,1,234.0,173,4,333,0,234.0
12737.0,2,3710.5,2,2,499,0,1855.25
12738.0,1,155.35,148,11,372,0,155.35
12739.0,4,2726.73,951,85,78,315,681.6825
12740.0,1,427.6,342,27,64,0,427.6
12741.0,2,406.07,214,16,529,3,203.035
12742.0,1,1201.52,1359,67,626,0,1201.52
12743.0,2,540.13,315,114,134,0,270.065
12744.0,11,25317.06,6994,245,52,539,2301.550909090909
12745.0,3,925.41,468,21,487,195,308.46999999999997
12746.0,1,254.55,97,17,541,0,254.55
12747.0,26,8898.48,2640,85,2,730,342.24923076923073
12748.0,336,53539.64,37109,2286,1,734,159.34416666666667
12749.0,9,6897.36,2360,260,4,517,766.3733333333333
12750.0,1,275.88,137,15,129,0,275.88
12751.0,1,268.27,189,61,445,0,268.27
12752.0,1,4366.78,2262,53,81,0,4366.78
12753.0,6,21429.39,11421,132,23,339,3571.565
12754.0,3,3010.74,6481,49,236,72,1003.5799999999999
12755.0,11,5236.26,2293,34,281,413,476.0236363636364
12756.0,1,112.08,144,4,87,0,112.08
12757.0,13,7834.650000000001,2395,237,16,195,602.6653846153847
12758.0,7,9903.24,6155,187,117,621,1414.7485714285715
12759.0,8,5020.74,3202,206,52,683,627.5925
12760.0,1,347.8,198,21,456,0,347.8
12761.0,2,782.95,281,27,458,7,391.475
12762.0,2,1898.52,1227,62,8,17,949.26
12763.0,2,494.08,316,16,138,230,247.04
12764.0,1,1693.88,386,45,317,0,1693.88
12765.0,6,1404.58,1009,49,472,169,234.09666666666666
12766.0,9,8918.99,5022,253,4,403,990.9988888888888
12767.0,1,949.82,598,43,376,0,949.82
12768.0,1,168.69,102,10,451,0,168.69
12769.0,1,1143.6,356,32,239,0,1143.6
12770.0,2,3246.45,1843,19,211,245,1623.225
12771.0,1,282.3,104,15,486,0,282.3
12772.0,1,892.47,556,55,60,0,892.47
12773.0,1,124.25,109,6,564,0,124.25
12774.0,1,98.7,53,6,536,0,98.7
12775.0,7,1686.1200000000001,1083,55,17,392,240.87428571428572
12776.0,1,55.5,46,4,668,0,55.5
12777.0,1,519.45,458,26,458,0,519.45
12778.0,9,1775.6799999999998,1735,77,20,583,197.29777777777775
12779.0,14,6474.11,3501,142,38,699,462.43642857142856
12780.0,1,337.4,285,20,599,0,337.4
12781.0,2,826.74,671,25,64,221,413.37
12782.0,11,4618.24,2017,142,5,514,419.84
12783.0,6,2225.91,624,76,2,73,370.98499999999996
12784.0,3,1763.15,862,121,9,520,587.7166666666667
12785.0,3,1100.4,453,42,364,366,366.8
12786.0,1,728.5,324,18,610,0,728.5
12787.0,4,862.18,510,30,10,403,215.545
12788.0,4,444.90000000000003,194,20,463,65,111.22500000000001
12789.0,3,273.35,36,5,65,628,91.11666666666667
12790.0,2,591.85,306,36,192,218,295.925
12791.0,6,863.51,353,17,374,250,143.91833333333332
12792.0,2,827.01,394,39,257,278,413.505
12793.0,3,885.53,461,34,335,66,295.1766666666667
12794.0,2,860.41,592,43,53,45,430.205
12795.0,1,430.48,68,14,19,0,430.48
12796.0,1,381.0,182,7,628,0,381.0
12797.0,2,552.08,215,27,366,58,276.04
12798.0,4,8510.93,8455,27,10,411,2127.7325
12799.0,1,219.35,137,15,529,0,219.35
12800.0,3,584.25,284,31,470,206,194.75
12801.0,1,1071.82,505,50,501,0,1071.82
12802.0,7,2416.42,1972,108,187,377,345.20285714285717
12803.0,1,1092.81,872,55,393,0,1092.81
12804.0,2,325.37,270,60,466,34,162.685
12805.0,4,1434.95,593,44,382,293,358.7375
12806.0,4,2878.96,2087,58,435,153,719.74
12807.0,1,330.34999999999997,145,16,383,0,330.34999999999997
12808.0,5,776.7,322,46,37,425,155.34
12809.0,3,1755.94,518,75,178,469,585.3133333333334
12810.0,2,534.99,389,32,535,142,267.495
12811.0,5,1033.9,435,47,261,166,206.78000000000003
12812.0,1,229.64000000000001,164,15,45,0,229.64000000000001
12813.0,3,1687.8,1141,37,502,191,562.6
12814.0,1,125.92,49,2,102,0,125.92
12815.0,2,1063.46,379,38,148,50,531.73
12816.0,2,572.2,128,27,96,80,286.1
12817.0,3,690.98,219,16,281,153,230.32666666666668
12818.0,1,1542.08,929,14,262,0,1542.08
12819.0,1,540.52,344,19,458,0,540.52
12820.0,11,2689.52,1964,131,3,731,244.50181818181818
12821.0,2,220.8,162,13,214,397,110.4
12822.0,2,948.88,550,41,71,16,474.44
12823.0,18,6501.5,930,1,75,604,361.19444444444446
12824.0,1,397.12,232,25,60,0,397.12
12825.0,2,518.63,139,20,521,120,259.315
12826.0,12,2800.75,1915,93,3,718,233.39583333333334
12827.0,3,430.15,197,19,6,38,143.38333333333333
12828.0,6,1018.71,494,46,3,127,169.785
12829.0,3,385.3,550,17,337,213,128.43333333333334
12830.0,6,6814.64,9848,13,38,134,1135.7733333333333
12831.0,3,451.11,303,16,262,200,150.37
12832.0,2,383.03000000000003,195,27,32,65,191.51500000000001
12833.0,1,417.38,156,24,145,0,417.38
12834.0,1,312.38,110,18,283,0,312.38
12835.0,41,5996.83,2349,138,428,308,146.2641463414634
12836.0,15,6559.7300000000005,2231,280,59,679,437.31533333333334
12837.0,2,662.66,194,83,173,396,331.33
12838.0,10,2975.91,1606,230,34,559,297.591
12839.0,26,9669.12,6578,156,3,730,371.8892307692308
12840.0,7,4041.97,2258,109,144,530,577.4242857142857
12841.0,40,6958.2,5008,307,5,514,173.95499999999998
12842.0,4,1917.99,887,45,70,667,479.4975
12843.0,30,6583.36,3028,130,66,661,219.4453333333333
12844.0,4,648.6,223,88,29,564,162.15
12845.0,4,354.09000000000003,204,26,267,22,88.52250000000001
12846.0,1,15.58,1,1,682,0,15.58
12847.0,2,1609.0,1497,100,22,365,804.5
12848.0,1,208.0,58,16,676,0,208.0
12849.0,6,3042.4700000000003,1855,123,31,559,507.0783333333334
12850.0,1,330.0,200,2,446,0,330.0
12851.0,2,280.76,157,71,97,380,140.38
12852.0,1,311.55,149,17,295,0,311.55
12853.0,11,3907.5,1668,111,135,537,355.22727272727275
12854.0,7,2970.9700000000003,1630,188,79,649,424.42428571428576
12855.0,4,612.84,240,65,373,29,153.21
12856.0,6,2170.78,1076,155,8,55,361.7966666666667
12857.0,6,3688.0,1420,71,211,472,614.6666666666666
12858.0,1,147.27,51,36,383,0,147.27
12859.0,1,575.1,292,21,459,0,575.1
12860.0,1,54.22,26,16,693,0,54.22
12861.0,1,68.25,27,4,620,0,68.25
12862.0,2,984.62,611,119,426,69,492.31
12863.0,6,2792.55,895,24,52,537,465.425
12864.0,2,299.57,447,5,138,369,149.785
12865.0,4,3323.47,1973,156,26,450,830.8675
12866.0,3,1227.35,553,58,283,219,409.1166666666666
12867.0,13,7829.26,7876,365,26,696,602.2507692307693
12868.0,8,2043.76,1170,86,186,207,255.47
12869.0,1,337.66999999999996,144,35,682,0,337.66999999999996
12870.0,3,1676.95,906,85,375,248,558.9833333333333
12871.0,3,744.02,484,13,84,355,248.00666666666666
12872.0,12,3283.96,1642,217,327,409,273.66333333333336
12873.0,3,2027.3,786,33,282,399,675.7666666666667
12874.0,2,948.42,623,44,385,169,474.21
12875.0,5,1356.9900000000002,5187,2,143,554,271.398
12876.0,4,4081.79,3047,117,58,532,1020.4475
12877.0,20,2942.14,2237,149,4,687,147.107
12878.0,2,854.99,547,38,236,29,427.495
12879.0,3,573.22,370,7,45,47,191.07333333333335
12880.0,2,640.13,279,32,382,192,320.065
12881.0,1,298.0,21,7,276,0,298.0
12882.0,2,1463.04,246,12,9,24,731.52
12883.0,4,703.47,196,39,25,64,175.8675
