CustomerID,Number_of_Orders,Total_Spend,Days_Since_Last_Purchase,cluster,cluster_name
12505.0,1,955.2,409,0,Retention Risk Customers
12506.0,1,73.5,233,2,Inactive
12507.0,4,1844.06,134,0,Retention Risk Customers
12508.0,2,397.88,26,3,Growth Segment
12509.0,1,176.5,284,2,Inactive
12510.0,9,5178.02,143,1,Revenue Drivers
12511.0,1,3084.02,429,0,Retention Risk Customers
12512.0,2,132.18,66,2,Inactive
12513.0,1,612.29,113,3,Growth Segment
12514.0,2,1597.76,267,0,Retention Risk Customers
12515.0,1,383.7,353,2,Inactive
12516.0,4,2648.62,78,1,Revenue Drivers
12517.0,5,2481.6,28,1,Revenue Drivers
12518.0,5,2056.89,1,1,Revenue Drivers
12519.0,2,716.54,64,3,Growth Segment
12520.0,5,2634.26,79,1,Revenue Drivers
12521.0,1,599.68,143,2,Inactive
12522.0,2,192.72,39,3,Growth Segment
12523.0,23,4352.35,19,1,Revenue Drivers
12524.0,17,11126.11,9,1,Revenue Drivers
12525.0,3,973.73,498,0,Retention Risk Customers
12526.0,3,1316.66,1,3,Growth Segment
12527.0,5,735.51,82,3,Growth Segment
12528.0,6,1933.48,9,1,Revenue Drivers
12529.0,1,316.48,528,2,Inactive
12530.0,9,3759.26,60,1,Revenue Drivers
12531.0,2,1933.2,15,3,Growth Segment
12532.0,1,349.83000000000004,30,3,Growth Segment
12533.0,2,1367.89,628,0,Retention Risk Customers
12534.0,1,1089.18,131,0,Retention Risk Customers
12535.0,2,716.35,92,3,Growth Segment
12536.0,3,12601.830000000002,43,1,Revenue Drivers
12537.0,1,732.94,409,0,Retention Risk Customers
12538.0,2,640.45,29,3,Growth Segment
12539.0,7,11214.75,22,1,Revenue Drivers
12540.0,33,22254.49,20,1,Revenue Drivers
12541.0,3,981.18,30,3,Growth Segment
12542.0,2,481.88,484,0,Retention Risk Customers
12543.0,1,980.25,448,0,Retention Risk Customers
12544.0,1,372.7,36,3,Growth Segment
12545.0,2,1000.39,75,3,Growth Segment
12546.0,2,1161.5,47,3,Growth Segment
12547.0,3,383.58,198,0,Retention Risk Customers
12548.0,1,95.2,166,2,Inactive
12549.0,6,1575.68,576,0,Retention Risk Customers
12550.0,1,964.83,79,3,Growth Segment
12551.0,1,168.0,358,2,Inactive
12552.0,2,437.82,39,3,Growth Segment
12553.0,12,4608.75,8,1,Revenue Drivers
12554.0,1,468.5,449,2,Inactive
12555.0,1,129.23,682,2,Inactive
12556.0,2,599.56,50,3,Growth Segment
12557.0,8,18096.14,16,1,Revenue Drivers
12558.0,1,269.96,8,3,Growth Segment
12559.0,2,561.71,311,0,Retention Risk Customers
12560.0,3,2134.01,5,3,Growth Segment
12561.0,1,238.85,303,2,Inactive
12562.0,9,4966.92,8,1,Revenue Drivers
12563.0,1,249.24,409,2,Inactive
12564.0,1,456.9,261,2,Inactive
12565.0,1,145.92,289,2,Inactive
12566.0,1,351.65,86,2,Inactive
12567.0,15,11767.48,23,1,Revenue Drivers
12568.0,1,70.0,645,2,Inactive
12569.0,32,4124.69,2,1,Revenue Drivers
12570.0,1,77.52,682,2,Inactive
12571.0,2,519.61,40,3,Growth Segment
12572.0,2,1020.42,9,3,Growth Segment
12573.0,5,717.41,227,0,Retention Risk Customers
12574.0,1,218.45,316,2,Inactive
12575.0,2,622.82,457,0,Retention Risk Customers
12576.0,8,2142.72,36,1,Revenue Drivers
12577.0,8,1617.1,35,1,Revenue Drivers
12578.0,4,4642.45,21,1,Revenue Drivers
12579.0,1,440.42,78,3,Growth Segment
12580.0,2,1052.9,247,0,Retention Risk Customers
12581.0,1,197.71,40,2,Inactive
12582.0,4,1980.4,239,0,Retention Risk Customers
12583.0,27,13591.58,3,1,Revenue Drivers
12584.0,9,2338.15,4,1,Revenue Drivers
12585.0,2,2040.1,234,0,Retention Risk Customers
12586.0,4,2062.67,17,1,Revenue Drivers
12587.0,1,144.0,8,3,Growth Segment
12588.0,4,958.78,39,3,Growth Segment
12589.0,8,4695.66,29,1,Revenue Drivers
12590.0,2,9864.26,211,0,Retention Risk Customers
12591.0,3,1338.95,317,0,Retention Risk Customers
12592.0,5,2582.66,92,1,Revenue Drivers
12593.0,3,418.1,109,3,Growth Segment
12594.0,15,5090.11,38,1,Revenue Drivers
12595.0,1,299.02,505,2,Inactive
12596.0,2,618.27,51,3,Growth Segment
12597.0,4,3811.22,19,1,Revenue Drivers
12598.0,11,4534.09,10,1,Revenue Drivers
12599.0,13,2296.72,29,1,Revenue Drivers
12600.0,21,4967.42,29,1,Revenue Drivers
12601.0,6,681.26,190,0,Retention Risk Customers
12602.0,1,153.12,59,2,Inactive
12603.0,1,739.1999999999999,22,3,Growth Segment
12604.0,2,254.18,79,3,Growth Segment
12605.0,4,1232.95,376,0,Retention Risk Customers
12606.0,1,21.0,682,2,Inactive
12607.0,1,1579.51,60,3,Growth Segment
12608.0,1,415.79,405,2,Inactive
12609.0,9,3435.86,78,1,Revenue Drivers
12610.0,5,2099.54,23,1,Revenue Drivers
12611.0,1,1193.32,52,3,Growth Segment
12612.0,1,704.04,74,3,Growth Segment
12613.0,10,6817.37,57,1,Revenue Drivers
12614.0,1,315.6,278,2,Inactive
12615.0,8,5740.98,2,1,Revenue Drivers
12616.0,3,1131.1,95,0,Retention Risk Customers
12617.0,1,352.98,29,3,Growth Segment
12618.0,1,177.31,22,3,Growth Segment
12619.0,10,3781.38,16,1,Revenue Drivers
12620.0,3,1339.41,15,3,Growth Segment
12621.0,35,24311.2,2,1,Revenue Drivers
12622.0,1,180.1,232,2,Inactive
12623.0,7,3747.84,276,0,Retention Risk Customers
12624.0,2,641.13,106,3,Growth Segment
12625.0,4,5164.88,212,0,Retention Risk Customers
12626.0,9,6620.48,23,1,Revenue Drivers
12627.0,7,4478.53,11,1,Revenue Drivers
12628.0,3,786.46,4,3,Growth Segment
12629.0,2,1558.22,386,0,Retention Risk Customers
12630.0,2,1270.88,10,3,Growth Segment
12631.0,6,3481.57,57,1,Revenue Drivers
12632.0,2,804.88,521,0,Retention Risk Customers
12633.0,7,5678.16,59,1,Revenue Drivers
12634.0,2,490.0,536,0,Retention Risk Customers
12635.0,4,2930.41,90,1,Revenue Drivers
12636.0,1,141.0,739,2,Inactive
12637.0,12,8283.81,67,1,Revenue Drivers
12638.0,2,921.49,33,3,Growth Segment
12639.0,3,1312.37,239,0,Retention Risk Customers
12640.0,3,1174.58,24,3,Growth Segment
12641.0,1,185.9,115,2,Inactive
12642.0,3,1013.26,25,3,Growth Segment
12643.0,12,8304.82,128,1,Revenue Drivers
12644.0,4,1918.49,130,0,Retention Risk Customers
12645.0,8,3539.3,34,1,Revenue Drivers
12646.0,2,1346.97,5,3,Growth Segment
12647.0,36,16955.55,22,1,Revenue Drivers
12648.0,4,1112.0,155,0,Retention Risk Customers
12649.0,8,2294.65,107,1,Revenue Drivers
12650.0,1,314.44,3,3,Growth Segment
12651.0,4,377.75,335,0,Retention Risk Customers
12652.0,2,1017.03,331,0,Retention Risk Customers
12653.0,3,4160.83,149,0,Retention Risk Customers
12654.0,5,601.98,11,3,Growth Segment
12655.0,1,261.35,424,2,Inactive
12656.0,8,6407.83,17,1,Revenue Drivers
12657.0,4,1643.18,11,3,Growth Segment
12658.0,1,686.05,19,3,Growth Segment
12659.0,1,91.68,30,2,Inactive
12660.0,1,245.1,11,3,Growth Segment
12661.0,1,162.0,436,2,Inactive
12662.0,20,6726.54,1,1,Revenue Drivers
12663.0,2,239.4,625,2,Inactive
12664.0,11,6070.04,8,1,Revenue Drivers
12665.0,3,313.6,325,2,Inactive
12666.0,1,1248.42,394,0,Retention Risk Customers
12667.0,1,620.13,58,3,Growth Segment
12668.0,10,11383.03,12,1,Revenue Drivers
12669.0,3,2744.0299999999997,151,0,Retention Risk Customers
12670.0,7,3760.29,10,1,Revenue Drivers
12671.0,1,2622.481,606,0,Retention Risk Customers
12672.0,2,437.05,330,2,Inactive
12673.0,3,1230.02,5,3,Growth Segment
12674.0,4,1970.6,39,3,Growth Segment
12675.0,2,957.25,554,0,Retention Risk Customers
12676.0,11,2843.09,25,1,Revenue Drivers
12677.0,2,395.1,555,2,Inactive
12678.0,21,34281.18,42,1,Revenue Drivers
12679.0,4,1113.02,59,3,Growth Segment
12680.0,4,880.81,1,3,Growth Segment
12681.0,45,29834.76,15,1,Revenue Drivers
12682.0,52,22950.22,4,1,Revenue Drivers
12683.0,21,11633.7,4,1,Revenue Drivers
12684.0,7,2283.63,8,1,Revenue Drivers
12685.0,6,2863.08,28,1,Revenue Drivers
12686.0,1,89.14,372,2,Inactive
12687.0,2,2138.91,481,0,Retention Risk Customers
12688.0,1,4873.8099999999995,114,0,Retention Risk Customers
12689.0,2,1247.61,26,3,Growth Segment
12690.0,1,389.01,206,2,Inactive
12691.0,7,1170.4,28,3,Growth Segment
12692.0,1,110.95,637,2,Inactive
12693.0,7,1703.02,127,0,Retention Risk Customers
12694.0,3,1843.35,70,3,Growth Segment
12695.0,7,1407.12,7,3,Growth Segment
12696.0,2,851.91,435,0,Retention Risk Customers
12697.0,3,957.59,29,3,Growth Segment
12698.0,1,339.75,590,2,Inactive
12699.0,1,638.11,418,2,Inactive
12700.0,4,4939.99,8,1,Revenue Drivers
12701.0,6,2446.41,80,1,Revenue Drivers
12702.0,1,219.0,20,3,Growth Segment
12703.0,4,1006.53,71,3,Growth Segment
12704.0,8,2340.84,7,1,Revenue Drivers
12705.0,14,11762.1,15,1,Revenue Drivers
12707.0,1,603.42,292,2,Inactive
12708.0,18,5117.66,30,1,Revenue Drivers
12709.0,34,30291.76,15,1,Revenue Drivers
12710.0,3,1149.02,97,0,Retention Risk Customers
12711.0,2,1339.05,612,0,Retention Risk Customers
12712.0,21,6723.03,29,1,Revenue Drivers
12713.0,1,848.55,1,3,Growth Segment
12714.0,12,14093.71,9,1,Revenue Drivers
12715.0,1,343.36,106,2,Inactive
12716.0,2,1053.49,4,3,Growth Segment
12717.0,3,1308.91,151,0,Retention Risk Customers
12718.0,1,238.25,71,2,Inactive
12719.0,2,644.95,5,3,Growth Segment
12720.0,30,7787.28,3,1,Revenue Drivers
12721.0,8,4013.08,32,1,Revenue Drivers
12722.0,4,997.63,85,3,Growth Segment
12723.0,5,725.07,4,3,Growth Segment
12724.0,7,2317.52,5,1,Revenue Drivers
12725.0,4,2266.76,371,0,Retention Risk Customers
12726.0,11,4014.6,28,1,Revenue Drivers
12727.0,10,5679.53,11,1,Revenue Drivers
12728.0,5,1070.17,71,3,Growth Segment
12729.0,1,453.01,114,2,Inactive
12730.0,1,829.25,522,0,Retention Risk Customers
12731.0,17,25775.71,24,1,Revenue Drivers
12732.0,1,236.26,180,2,Inactive
12733.0,4,2424.87,234,0,Retention Risk Customers
12734.0,3,639.65,353,0,Retention Risk Customers
12735.0,2,779.5699999999999,315,0,Retention Risk Customers
12736.0,1,234.0,333,2,Inactive
12737.0,2,3710.5,499,0,Retention Risk Customers
12738.0,1,155.35,372,2,Inactive
12739.0,4,2726.73,78,1,Revenue Drivers
12740.0,1,427.6,64,3,Growth Segment
12741.0,2,406.07,529,2,Inactive
12742.0,1,1201.52,626,0,Retention Risk Customers
12743.0,2,540.13,134,0,Retention Risk Customers
12744.0,11,25317.06,52,1,Revenue Drivers
12745.0,3,925.41,487,0,Retention Risk Customers
12746.0,1,254.55,541,2,Inactive
12747.0,26,8898.48,2,1,Revenue Drivers
12748.0,336,53539.64,1,1,Revenue Drivers
12749.0,9,6897.36,4,1,Revenue Drivers
12750.0,1,275.88,129,2,Inactive
12751.0,1,268.27,445,2,Inactive
12752.0,1,4366.78,81,0,Retention Risk Customers
12753.0,6,21429.39,23,1,Revenue Drivers
12754.0,3,3010.74,236,0,Retention Risk Customers
12755.0,11,5236.26,281,1,Revenue Drivers
12756.0,1,112.08,87,2,Inactive
12757.0,13,7834.650000000001,16,1,Revenue Drivers
12758.0,7,9903.24,117,1,Revenue Drivers
12759.0,8,5020.74,52,1,Revenue Drivers
12760.0,1,347.8,456,2,Inactive
12761.0,2,782.95,458,0,Retention Risk Customers
12762.0,2,1898.52,8,3,Growth Segment
12763.0,2,494.08,138,0,Retention Risk Customers
12764.0,1,1693.88,317,0,Retention Risk Customers
12765.0,6,1404.58,472,0,Retention Risk Customers
12766.0,9,8918.99,4,1,Revenue Drivers
12767.0,1,949.82,376,0,Retention Risk Customers
12768.0,1,168.69,451,2,Inactive
12769.0,1,1143.6,239,0,Retention Risk Customers
12770.0,2,3246.45,211,0,Retention Risk Customers
12771.0,1,282.3,486,2,Inactive
12772.0,1,892.47,60,3,Growth Segment
12773.0,1,124.25,564,2,Inactive
12774.0,1,98.7,536,2,Inactive
12775.0,7,1686.12,17,1,Revenue Drivers
12776.0,1,55.5,668,2,Inactive
12777.0,1,519.45,458,2,Inactive
12778.0,9,1775.6799999999998,20,1,Revenue Drivers
12779.0,14,6474.11,38,1,Revenue Drivers
12780.0,1,337.4,599,2,Inactive
12781.0,2,826.74,64,3,Growth Segment
12782.0,11,4618.24,5,1,Revenue Drivers
12783.0,6,2225.91,2,1,Revenue Drivers
12784.0,3,1763.15,9,3,Growth Segment
12785.0,3,1100.4,364,0,Retention Risk Customers
12786.0,1,728.5,610,0,Retention Risk Customers
12787.0,4,862.18,10,3,Growth Segment
12788.0,4,444.9,463,0,Retention Risk Customers
12789.0,3,273.35,65,3,Growth Segment
12790.0,2,591.85,192,0,Retention Risk Customers
12791.0,6,863.51,374,0,Retention Risk Customers
12792.0,2,827.01,257,0,Retention Risk Customers
12793.0,3,885.53,335,0,Retention Risk Customers
12794.0,2,860.41,53,3,Growth Segment
12795.0,1,430.48,19,3,Growth Segment
12796.0,1,381.0,628,2,Inactive
12797.0,2,552.08,366,0,Retention Risk Customers
12798.0,4,8510.93,10,1,Revenue Drivers
12799.0,1,219.35,529,2,Inactive
12800.0,3,584.25,470,0,Retention Risk Customers
12801.0,1,1071.82,501,0,Retention Risk Customers
12802.0,7,2416.42,187,0,Retention Risk Customers
12803.0,1,1092.81,393,0,Retention Risk Customers
12804.0,2,325.37,466,2,Inactive
12805.0,4,1434.95,382,0,Retention Risk Customers
12806.0,4,2878.96,435,0,Retention Risk Customers
12807.0,1,330.34999999999997,383,2,Inactive
12808.0,5,776.7,37,3,Growth Segment
12809.0,3,1755.94,178,0,Retention Risk Customers
12810.0,2,534.99,535,0,Retention Risk Customers
12811.0,5,1033.9,261,0,Retention Risk Customers
12812.0,1,229.64,45,2,Inactive
12813.0,3,1687.8,502,0,Retention Risk Customers
12814.0,1,125.92,102,2,Inactive
12815.0,2,1063.46,148,0,Retention Risk Customers
12816.0,2,572.2,96,3,Growth Segment
12817.0,3,690.98,281,0,Retention Risk Customers
12818.0,1,1542.08,262,0,Retention Risk Customers
12819.0,1,540.52,458,2,Inactive
12820.0,11,2689.52,3,1,Revenue Drivers
12821.0,2,220.8,214,2,Inactive
12822.0,2,948.88,71,3,Growth Segment
12823.0,18,6501.5,75,1,Revenue Drivers
12824.0,1,397.12,60,3,Growth Segment
12825.0,2,518.63,521,0,Retention Risk Customers
12826.0,12,2800.75,3,1,Revenue Drivers
12827.0,3,430.15,6,3,Growth Segment
12828.0,6,1018.71,3,3,Growth Segment
12829.0,3,385.3,337,0,Retention Risk Customers
12830.0,6,6814.64,38,1,Revenue Drivers
12831.0,3,451.11,262,0,Retention Risk Customers
12832.0,2,383.03,32,3,Growth Segment
12833.0,1,417.38,145,2,Inactive
12834.0,1,312.38,283,2,Inactive
12835.0,41,5996.83,428,1,Revenue Drivers
12836.0,15,6559.7300000000005,59,1,Revenue Drivers
12837.0,2,662.66,173,0,Retention Risk Customers
12838.0,10,2975.91,34,1,Revenue Drivers
12839.0,26,9669.12,3,1,Revenue Drivers
12840.0,7,4041.97,144,1,Revenue Drivers
12841.0,40,6958.2,5,1,Revenue Drivers
12842.0,4,1917.99,70,0,Retention Risk Customers
12843.0,30,6583.36,66,1,Revenue Drivers
12844.0,4,648.6,29,3,Growth Segment
12845.0,4,354.09000000000003,267,0,Retention Risk Customers
12846.0,1,15.58,682,2,Inactive
12847.0,2,1609.0,22,3,Growth Segment
12848.0,1,208.0,676,2,Inactive
12849.0,6,3042.4700000000003,31,1,Revenue Drivers
12850.0,1,330.0,446,2,Inactive
12851.0,2,280.76,97,2,Inactive
12852.0,1,311.55,295,2,Inactive
12853.0,11,3907.5,135,1,Revenue Drivers
12854.0,7,2970.9700000000003,79,1,Revenue Drivers
12855.0,4,612.84,373,0,Retention Risk Customers
12856.0,6,2170.78,8,1,Revenue Drivers
12857.0,6,3688.0,211,0,Retention Risk Customers
12858.0,1,147.27,383,2,Inactive
12859.0,1,575.1,459,2,Inactive
12860.0,1,54.22,693,2,Inactive
12861.0,1,68.25,620,2,Inactive
12862.0,2,984.62,426,0,Retention Risk Customers
12863.0,6,2792.55,52,1,Revenue Drivers
12864.0,2,299.57,138,2,Inactive
12865.0,4,3323.47,26,1,Revenue Drivers
12866.0,3,1227.35,283,0,Retention Risk Customers
12867.0,13,7829.26,26,1,Revenue Drivers
12868.0,8,2043.76,186,0,Retention Risk Customers
12869.0,1,337.66999999999996,682,2,Inactive
12870.0,3,1676.95,375,0,Retention Risk Customers
12871.0,3,744.02,84,3,Growth Segment
12872.0,12,3283.96,327,0,Retention Risk Customers
12873.0,3,2027.3,282,0,Retention Risk Customers
12874.0,2,948.42,385,0,Retention Risk Customers
12875.0,5,1356.9900000000002,143,0,Retention Risk Customers
12876.0,4,4081.79,58,1,Revenue Drivers
12877.0,20,2942.14,4,1,Revenue Drivers
12878.0,2,854.99,236,0,Retention Risk Customers
12879.0,3,573.22,45,3,Growth Segment
12880.0,2,640.13,382,0,Retention Risk Customers
12881.0,1,298.0,276,2,Inactive
12882.0,2,1463.04,9,3,Growth Segment
12883.0,4,703.47,25,3,Growth Segment
12884.0,1,309.05,88,2,Inactive
12885.0,3,1175.22,63,3,Growth Segment
12886.0,2,1378.4,68,3,Growth Segment
12887.0,1,222.4,384,2,Inactive
12888.0,2,354.12,214,2,Inactive
12889.0,4,385.46,381,0,Retention Risk Customers
12890.0,2,706.02,24,3,Growth Segment
12891.0,11,840.5,186,0,Retention Risk Customers
12892.0,1,263.38,397,2,Inactive
12893.0,1,176.55,31,2,Inactive
12894.0,1,157.35,575,2,Inactive
12895.0,2,372.8,42,3,Growth Segment
12897.0,4,514.25,205,0,Retention Risk Customers
12898.0,2,296.21,464,2,Inactive
12899.0,1,366.4,414,2,Inactive
12900.0,1,340.33000000000004,422,2,Inactive
12901.0,28,17654.54,9,1,Revenue Drivers
12902.0,1,138.68,265,2,Inactive
12903.0,1,833.5300000000001,429,0,Retention Risk Customers
12904.0,2,496.06,18,3,Growth Segment
12905.0,2,1018.42,577,0,Retention Risk Customers
12906.0,5,2919.81,12,1,Revenue Drivers
12907.0,2,508.91,396,0,Retention Risk Customers
12908.0,5,1776.0,176,0,Retention Risk Customers
12909.0,8,3103.19,40,1,Revenue Drivers
12910.0,13,5796.52,23,1,Revenue Drivers
12911.0,1,1651.72,552,0,Retention Risk Customers
12912.0,5,1662.3,3,3,Growth Segment
12913.0,13,6283.24,5,1,Revenue Drivers
12914.0,1,223.98,401,2,Inactive
12915.0,4,975.1,149,0,Retention Risk Customers
12916.0,7,4479.73,139,1,Revenue Drivers
12917.0,6,4359.2,128,1,Revenue Drivers
12918.0,1,10953.5,626,0,Retention Risk Customers
12919.0,6,1335.19,8,3,Growth Segment
12920.0,4,486.64,17,3,Growth Segment
12921.0,74,35233.24,9,1,Revenue Drivers
12922.0,1,405.38,161,2,Inactive
12923.0,3,770.42,64,3,Growth Segment
12924.0,12,2469.4,88,1,Revenue Drivers
12925.0,3,729.3299999999999,5,3,Growth Segment
12926.0,4,1523.97,411,0,Retention Risk Customers
12927.0,1,197.31,395,2,Inactive
12928.0,12,4304.89,35,1,Revenue Drivers
12929.0,1,117.85,312,2,Inactive
12930.0,2,415.8,78,3,Growth Segment
12931.0,57,92347.34,22,1,Revenue Drivers
12932.0,8,1698.56,539,0,Retention Risk Customers
12933.0,8,1636.63,24,1,Revenue Drivers
12934.0,1,181.65,737,2,Inactive
12935.0,15,4243.86,2,1,Revenue Drivers
